Name, ID, Latitude, Longitude
Maubray, BE.NMBS.008885530, 50.547557, 3.495527
Mazy, BE.NMBS.008861333, 50.513497, 4.675829
Mechelen, BE.NMBS.008822004, 51.017648, 4.482785
Mechelen-Nekkerspoel, BE.NMBS.008822343, 51.029883, 4.489914
Meer-Grens, BE.NMBS.008829025, 51.48573529673874, 4.734469757625622
Meerssen, BE.NMBS.008400434, 50.8826, 5.750631
Meiser, BE.NMBS.008811171, 50.854072, 4.394421
Melkouwen, BE.NMBS.008821824, 51.094938, 4.671532
Melle, BE.NMBS.008893039, 51.002807, 3.797088
Melle PW, BE.NMBS.008890142, 51.01394, 3.77939
Melreux-Hotton, BE.NMBS.008864436, 50.28367, 5.440136
Melsele, BE.NMBS.008894755, 51.21071, 4.286766
Menen, BE.NMBS.008896305, 50.799489, 3.113791
Merchtem, BE.NMBS.008812120, 50.954958, 4.222718
Merelbeke, BE.NMBS.008893013, 51.017531, 3.768889
Merode, BE.NMBS.008811197, 50.839284, 4.398934
Mersch, BE.NMBS.008200110, 49.748893, 6.106111
Messancy, BE.NMBS.008866662, 49.592777, 5.818915
Metz, BE.NMBS.008719203, 49.13333, 6.166663
Mevergnies-Attre, BE.NMBS.008886058, 50.600108, 3.833917
Michelau, BE.NMBS.008200128, 49.89729, 6.09149
Milmort, BE.NMBS.008841665, 50.692455, 5.60009
Moensberg, BE.NMBS.008814431, 50.77832, 4.330733
Moeskroen/Mouscron, BE.NMBS.008885704, 50.741005, 3.228448
Mol, BE.NMBS.008832409, 51.19105, 5.116336
Mollem, BE.NMBS.008812112, 50.933473, 4.216965
Momalle, BE.NMBS.008841459, 50.66991, 5.367602
Mons, BE.NMBS.008881000, 50.453854, 3.942542
Mont-Saint-Guibert, BE.NMBS.008861549, 50.637611, 4.613884
Montpellier, BE.NMBS.008777300, 43.604947, 3.880534
Montpellier-Sud-de-France, BE.NMBS.008777301, 43.59518401, 3.92428293
Moortsele, BE.NMBS.008893062, 50.953519, 3.781339
Morlanwelz, BE.NMBS.008882230, 50.457998, 4.247367
Mortsel, BE.NMBS.008821147, 51.18296, 4.448437
Mortsel-Deurnesteenweg, BE.NMBS.008821154, 51.183023, 4.446514
Mortsel-Liersesteenweg, BE.NMBS.008821246, 51.169027, 4.468843
Mortsel-Oude God, BE.NMBS.008821238, 51.171256, 4.455737
Mouscron-Frontiere, BE.NMBS.008889011, 50.721716, 3.196086
Moustier, BE.NMBS.008861150, 50.452748, 4.693807
Mouterij, BE.NMBS.008811403, 50.829929, 4.37866
Moûtiers-Salins-Brides-les-Bai, BE.NMBS.008774172, 45.486693, 6.531454
Muizen, BE.NMBS.008822426, 51.008201, 4.513843
Mulhouse, BE.NMBS.008718206, 47.749998, 7.333336
Munkzwalm, BE.NMBS.008895232, 50.875673, 3.733238
Méry, BE.NMBS.008842648, 50.54762, 5.587236
Namur, BE.NMBS.008863008, 50.468794, 4.86222
Namêche, BE.NMBS.008863453, 50.47043, 4.997939
Naninne, BE.NMBS.008864964, 50.419695, 4.929756
Nantes, BE.NMBS.008748100, 47.216148, -1.542356
Narbonne, BE.NMBS.008778110, 43.190399, 3.00601
Natoye, BE.NMBS.008864915, 50.343296, 5.06116
Neerpelt, BE.NMBS.008832615, 51.222369, 5.43717
Neerwinden, BE.NMBS.008833670, 50.763964, 5.036323
Nessonvaux, BE.NMBS.008844230, 50.572089, 5.741581
Neufchâteau, BE.NMBS.008866258, 49.854318, 5.452559
Neufvilles, BE.NMBS.008883121, 50.543602, 4.010672
Nice Ville, BE.NMBS.008775605, 43.704605, 7.261928
Niel, BE.NMBS.008824240, 51.111595, 4.338589
Nieuwkerken-Waas, BE.NMBS.008894714, 51.185612, 4.185907
Nijlen, BE.NMBS.008821667, 51.15984, 4.666588
Nimy, BE.NMBS.008881315, 50.471644, 3.956089
Ninove, BE.NMBS.008895760, 50.839509, 4.026133
Nivelles, BE.NMBS.008814209, 50.599641, 4.335065
Noorderkempen (brecht), BE.NMBS.008821105, 51.356838, 4.632204
Nossegem, BE.NMBS.008811247, 50.883314, 4.506112
Nîmes, BE.NMBS.008777500, 43.832602, 4.365997
Obaix-Buzet, BE.NMBS.008871332, 50.535206, 4.36357
Obourg, BE.NMBS.008881406, 50.469873, 4.007804
Okegem, BE.NMBS.008895778, 50.857712, 4.054557
Olen, BE.NMBS.008832458, 51.17403, 4.9025
Oostkamp, BE.NMBS.008891116, 51.154114, 3.257466
Opwijk, BE.NMBS.008812146, 50.974779, 4.187319
Ostend, BE.NMBS.008891702, 51.228212, 2.925809
Ottignies, BE.NMBS.008811601, 50.673667, 4.56936
Oud-Heverlee, BE.NMBS.008833134, 50.835931, 4.653311
Oudegem, BE.NMBS.008893518, 51.01523, 4.064472
Oudenaarde, BE.NMBS.008892601, 50.850116, 3.600386
Ougrée, BE.NMBS.008843174, 50.605396, 5.536972
Overpelt, BE.NMBS.008832573, 51.215618, 5.422751
Paliseul, BE.NMBS.008865540, 49.895408, 5.118349
Papignies, BE.NMBS.008886561, 50.686585, 3.823408
Paris Nord, BE.NMBS.008727100, 48.88011, 2.354577
Pepinster, BE.NMBS.008844206, 50.568179, 5.80615
Pepinster-Cité, BE.NMBS.008844313, 50.563405, 5.804397
Perpignan, BE.NMBS.008778400, 42.695938, 2.879397
Petange, BE.NMBS.008200930, 49.55425, 5.878681
Pfaffenthal-Kirchberg, BE.NMBS.008200102, 49.619126, 6.132853
Philippeville, BE.NMBS.008873122, 50.191639, 4.535956
Piéton, BE.NMBS.008871415, 50.434959, 4.288438
Poix-Saint-Hubert, BE.NMBS.008865227, 50.019504, 5.292641
Pont de Bois, BE.NMBS.008728683, 50.624164, 3.1275
Pont-de-Seraing, BE.NMBS.008843141, 50.619651, 5.510162
Pont-à-Celles, BE.NMBS.008871365, 50.513812, 4.355291
Poperinge, BE.NMBS.008896735, 50.854449, 2.736343
Poulseur, BE.NMBS.008842689, 50.509209, 5.578858
Prague Central Station, BE.NMBS.005457076, 50.083058, 14.436037
Profondsart, BE.NMBS.008811544, 50.699653, 4.545435
Pry, BE.NMBS.008873312, 50.269278, 4.428805
Puurs, BE.NMBS.008822715, 51.07722, 4.282703
Pécrot, BE.NMBS.008811775, 50.778517, 4.651486
Péruwelz, BE.NMBS.008884855, 50.513704, 3.592772
Quaregnon, BE.NMBS.008884541, 50.449827, 3.856543
Quevy, BE.NMBS.008881505, 50.341534, 3.909489
Quevy-frontiere, BE.NMBS.008889003, 50.32771, 3.908753
Quievrain, BE.NMBS.008884335, 50.410103, 3.68608
Rebaix, BE.NMBS.008886587, 50.661235, 3.793627
Remicourt, BE.NMBS.008841442, 50.678611, 5.321407
Rennes, BE.NMBS.008747100, 48.103517, -1.672744
Rhisnes, BE.NMBS.008861440, 50.499348, 4.801866
Rivage, BE.NMBS.008842705, 50.483285, 5.587631
Rixensart, BE.NMBS.008811536, 50.711413, 4.532855
Rochefort-Jemelle, BE.NMBS.008864006, 50.160401, 5.266698
Rodange, BE.NMBS.008200940, 49.551283, 5.845028
Roeselare, BE.NMBS.008896800, 50.949025, 3.130412
Ronet, BE.NMBS.008861119, 50.457737, 4.82842
Ronse/Renaix, BE.NMBS.008892908, 50.742506, 3.602552
Roosendaal, BE.NMBS.008400526, 51.540834, 4.458692
Rotterdam CS, BE.NMBS.008400530, 51.92485, 4.469313
Roubaix, BE.NMBS.008728673, 50.699997, 3.166666
Roux, BE.NMBS.008871217, 50.443112, 4.393199
Ruisbroek, BE.NMBS.008814365, 50.79183, 4.295333
Ruisbroek-Sauvegarde, BE.NMBS.008822848, 51.081022, 4.324998
Saint-Denis-Bovesse, BE.NMBS.008861432, 50.5213, 4.767788
Saint-Ghislain, BE.NMBS.008884004, 50.44286, 3.820253
Saint-Louis-Haut-Rhin, BE.NMBS.008718213, 47.5907, 7.555316
Saint-Raphaël-Valescure, BE.NMBS.008775752, 43.423456, 6.768825
Sart-Bernard, BE.NMBS.008864956, 50.406373, 4.949739
Saverne, BE.NMBS.008721222, 48.744798, 7.362255
Schaarbeek/Schaerbeek, BE.NMBS.008811007, 50.878513, 4.378636
Scheldewindeke, BE.NMBS.008893070, 50.937069, 3.777842
Schelle, BE.NMBS.008824232, 51.12551, 4.340261
Schellebelle, BE.NMBS.008893542, 51.003149, 3.921373
Schendelbeke, BE.NMBS.008895711, 50.797844, 3.899286
Schiphol, BE.NMBS.008400561, 52.3, 4.75
Schoonaarde, BE.NMBS.008893526, 51.003149, 4.011094
Schouweiler, BE.NMBS.008200716, 49.57364, 5.960076
Schulen, BE.NMBS.008831088, 50.963758, 5.187405
Sclaigneaux, BE.NMBS.008863446, 50.492247, 5.026363
Sclessin, BE.NMBS.008843133, 50.609844, 5.558911
Selestat, BE.NMBS.008721405, 48.26667, 7.449999
Seraing, BE.NMBS.008843067, 50.6089, 5.513777
Serskamp, BE.NMBS.008893583, 50.984397, 3.959361
Siegburg, BE.NMBS.008015588, 50.793916, 7.203029
Silly, BE.NMBS.008883436, 50.662386, 3.935863
Simonis, BE.NMBS.008812013, 50.863645, 4.32898
Sinaai, BE.NMBS.008894425, 51.143398, 4.06894
Sint-Agatha-Berchem/Berchem-Sainte-Agathe, BE.NMBS.008812211, 50.872625, 4.289895
Sint-Denijs-Boekel, BE.NMBS.008892692, 50.874297, 3.698395
Sint-Gillis-Dendermonde, BE.NMBS.008893443, 51.021693, 4.117832
Sint-Job/Saint-Job, BE.NMBS.008814449, 50.79441, 4.362761
Sint-Joris-Weert, BE.NMBS.008833159, 50.800631, 4.651728
Sint-Katelijne-Waver, BE.NMBS.008822228, 51.069975, 4.496116
Sint-Mariaburg, BE.NMBS.008821543, 51.291658, 4.4349
Sint-Martens-Bodegem, BE.NMBS.008812245, 50.86716, 4.205081
Sint-Niklaas, BE.NMBS.008894508, 51.171472, 4.142966
Sint-Truiden, BE.NMBS.008831807, 50.81762, 5.176654
Sleidinge, BE.NMBS.008893260, 51.126607, 3.667526
Soignies, BE.NMBS.008883113, 50.572763, 4.067519
Solre-sur-Sambre, BE.NMBS.008871662, 50.312642, 4.158427
Spa, BE.NMBS.008844404, 50.490305, 5.855096
Spa-Géronstère, BE.NMBS.008844420, 50.489307, 5.866207
St.-Genesius-Rode/Rhode-St.-Genese, BE.NMBS.008814167, 50.74781, 4.361997
Statte, BE.NMBS.008843406, 50.528276, 5.219676
Sterpenich-Frontiere, BE.NMBS.008869054, 49.64396, 5.90415
Stockem, BE.NMBS.008862018, 49.690939, 5.769115
Strasbourg, BE.NMBS.008721202, 48.585437, 7.733905
Sy, BE.NMBS.008842853, 50.403254, 5.523565
Sète, BE.NMBS.008777320, 43.41281, 3.696535
Tamines, BE.NMBS.008874609, 50.432235, 4.608823
Temse, BE.NMBS.008894672, 51.126085, 4.221352
Terhagen, BE.NMBS.008895448, 50.901643, 3.896653
Ternat, BE.NMBS.008812252, 50.874522, 4.16534
Testelt, BE.NMBS.008833266, 51.009864, 4.945829
Theux, BE.NMBS.008844339, 50.536159, 5.815031
Thieu, BE.NMBS.008881455, 50.46954, 4.098523
Thionville, BE.NMBS.008719100, 49.366663, 6.166663
Thuin, BE.NMBS.008871811, 50.342738, 4.288906
Thulin, BE.NMBS.008884350, 50.423335, 3.744708
Thurn en Taxis, BE.NMBS.008815016, 50.87175167644673, 4.341090917587279
Tielen, BE.NMBS.008821964, 51.241021, 4.893089
Tielt, BE.NMBS.008892254, 50.990842, 3.330341
Tienen, BE.NMBS.008833308, 50.80802, 4.92581
Tilff, BE.NMBS.008842630, 50.570624, 5.583937
Tilly, BE.NMBS.008872553, 50.558084, 4.552676
Tollembeek, BE.NMBS.008895638, 50.735522, 3.992828
Tongeren, BE.NMBS.008831310, 50.784405, 5.47328
Torhout, BE.NMBS.008891314, 51.064707, 3.105871
Toulon, BE.NMBS.008775500, 43.1274781, 5.9326648
Tourcoing, BE.NMBS.008728654, 50.716667, 3.15
Tournai, BE.NMBS.008885001, 50.613134, 3.396942
Trois-Ponts, BE.NMBS.008845203, 50.368214, 5.873578
Troisvierges, BE.NMBS.008200136, 50.121109, 6.000281
Trooz, BE.NMBS.008844271, 50.573213, 5.688346
Tubize, BE.NMBS.008883808, 50.691708, 4.205729
Turnhout, BE.NMBS.008821907, 51.322032, 4.937415
Ukkel-Kalevoet/Uccle-Calevoet, BE.NMBS.008814134, 50.791749, 4.332207
Ukkel-Stalle/Uccle-Stalle, BE.NMBS.008814126, 50.802411, 4.323901
Utrecht Centraal, BE.NMBS.008400621, 52.089167, 5.109722
Valence TGV, BE.NMBS.008776302, 44.93333, 4.9
Valkenburg, BE.NMBS.008400632, 50.86928, 5.832888
Veltem, BE.NMBS.008811270, 50.900519, 4.633516
Venezia Santa Lucia, BE.NMBS.008302593, 45.440975, 12.321039
Vertrijk, BE.NMBS.008833050, 50.836282, 4.835522
Verviers-Central, BE.NMBS.008844008, 50.588135, 5.854917
Verviers-Palais, BE.NMBS.008844057, 50.590921, 5.865335
Veurne, BE.NMBS.008892304, 51.073867, 2.66994
Viane-Moerbeke, BE.NMBS.008895612, 50.751981, 3.917337
Vichte, BE.NMBS.008896230, 50.833657, 3.39163
Vielsalm, BE.NMBS.008845146, 50.278933, 5.909211
Vienna Main Station, BE.NMBS.008101003, 48.184923, 16.375864
Vijfhuizen, BE.NMBS.008895489, 50.943254, 3.98125
Ville-Pommerœul, BE.NMBS.008884632, 50.464542, 3.724248
Villers-la-Ville, BE.NMBS.008872579, 50.578103, 4.533349
Vilvoorde, BE.NMBS.008811189, 50.924583, 4.432823
Virton, BE.NMBS.008866407, 49.560821, 5.519125
Vise-Frontiere, BE.NMBS.008849064, 50.758413, 5.702903
Visé, BE.NMBS.008846201, 50.73776, 5.692544
Viville, BE.NMBS.008866118, 49.688243, 5.786527
Voroux, BE.NMBS.008841327, 50.66181, 5.429556
Vorst-Oost/Forest-Est, BE.NMBS.008814118, 50.810195, 4.320943
Vorst-Zuid/Forest-Midi, BE.NMBS.008814373, 50.809215, 4.309167
Waarschoot, BE.NMBS.008893815, 51.154608, 3.615353
Walcourt, BE.NMBS.008873007, 50.259219, 4.435879
Waregem, BE.NMBS.008896149, 50.892456, 3.42551
Waremme, BE.NMBS.008841400, 50.694549, 5.249475
Waterloo, BE.NMBS.008814266, 50.715422, 4.383481
Watermaal/Watermael, BE.NMBS.008811429, 50.80917, 4.399887
Wavre, BE.NMBS.008811726, 50.716267, 4.604778
Weerde, BE.NMBS.008822251, 50.977449, 4.470937
Welkenraedt, BE.NMBS.008844503, 50.659707, 5.975381
Welle, BE.NMBS.008895851, 50.903279, 4.05062
Wervik, BE.NMBS.008896396, 50.781861, 3.046983
Wespelaar-Tildonk, BE.NMBS.008822525, 50.958544, 4.638011
Wetteren, BE.NMBS.008893559, 51.001603, 3.881883
Wevelgem, BE.NMBS.008896370, 50.811526, 3.18352
Wezemaal, BE.NMBS.008833233, 50.956261, 4.747679
Wichelen, BE.NMBS.008893534, 51.001962, 3.969195
Wijgmaal, BE.NMBS.008833175, 50.92274, 4.701475
Wildert, BE.NMBS.008821436, 51.428087, 4.46335
Willebroek, BE.NMBS.008822608, 51.066343, 4.356019
Wilwerwiltz, BE.NMBS.008200132, 49.988887, 5.999166
Wolfstee, BE.NMBS.008821709, 51.168361, 4.786144
Wondelgem, BE.NMBS.008893211, 51.088357, 3.719071
Y.renory, BE.NMBS.008847258, 50.604856, 5.55788
Ypres, BE.NMBS.008896503, 50.847402, 2.876593
Yves-Gomezée, BE.NMBS.008873239, 50.23698, 4.500404
Yvoir, BE.NMBS.008863545, 50.32084, 4.878643
Zandbergen, BE.NMBS.008895737, 50.806986, 3.957653
Zaventem, BE.NMBS.008811221, 50.885723, 4.469886
Zedelgem, BE.NMBS.008891264, 51.127047, 3.16414
Zeebrugge-Dorp, BE.NMBS.008891553, 51.326383, 3.19517
Zeebrugge-Strand, BE.NMBS.008891173, 51.330503, 3.184028
Zele, BE.NMBS.008894235, 51.073256, 4.041999
Zellik, BE.NMBS.008812062, 50.890028, 4.274541
Zichem, BE.NMBS.008833274, 51.00669, 4.987359
Zingem, BE.NMBS.008892635, 50.908025, 3.646384
Zolder, BE.NMBS.008832250, 51.033548, 5.3299
Zonhoven, BE.NMBS.008832334, 50.989557, 5.348815
Zottegem, BE.NMBS.008895208, 50.869102, 3.81441
Zwankendamme, BE.NMBS.008891611, 51.306409, 3.191557
Zwijndrecht, BE.NMBS.008894821, 51.214108, 4.32978
Zwijndrecht-Dorp, BE.NMBS.000000252, 51.2191653, 4.3256707
Écaussinnes, BE.NMBS.008883212, 50.56239, 4.156639
