U1, Olympia Shopping Centre, Mangfallplatz, 12185, 15, 1116, 585, Olympia Shopping Center; Georg-Brauchle-Ring; Westfriedhof; Gern; Rotkreuzplatz; Maillingerstraße; Stiglmaierplatz; Main Station; Sendlinger Tor; Fraunhoferstraße; Kolumbusplatz; Candidplatz; Wettersteinplatz; St.-Quirin-Platz; Mangfallplatz, green, 
U2, Feldmoching, Messestadt Ost, 24377, 27, 1683, 513, Feldmoching; Hasenbergl; Dülferstraße; Harthof; Am Hart; Frankfurter Ring; Milbertshofen; Scheidplatz; Hohenzollernplatz; Josephsplatz; Theresienstraße; Königsplatz; Hauptbahnhof; Sendlinger Tor; Fraunhoferstraße; Kolumbusplatz; Silberhornstraße; Untersbergstraße; Giesing; Karl-Preis-Platz; Innsbrucker Ring; Josephsburg; Kreillerstraße; Trudering; Moosfeld; Messestadt West; Messestadt Ost, red, 
U3, Moosach, Fürstenried West, 21204, 25, 1416, 579, Moosach; Moosacher St.-Martins-Platz; Olympia Shopping Centre; Oberwiesenfeld; Olympia Centre; Petuelring; Scheidplatz; Bonner Platz; Münchner Freiheit; Giselastrasse; University; Odeonsplatz; Marienplatz; Sendlinger Tor; Goetheplatz; Poccistrasse; Implerstrasse; Brudermühlstrasse; Thalkirchen; Obersendling; Aidenbachstrasse; Machtlfinger Strasse; Forstenrieder Allee; Basler Strasse; Fürstenried West, orange, 
U4, Westendstraße, Arabellapark, 9245, 13, 933, 521, Westendstrasse; Heimeranplatz; Schwanthalerhöhe; Theresienwiese; Main Station; Karlsplatz (Stachus); Odeonsplatz; Lehel; Max-Weber-Platz; Prinzregentenplatz; Böhmerwaldplatz; Richard-Strauss-Strasse; Arabellapark, turqoise, 
U5, Laimer Platz, Neuperlach South, 15435, 18, 1708, 521, Laimer Platz; Friedenheimer Straße; Westendstraße; Heimeranplatz; Schwanthalerhöhe; Theresienwiese; Main Station; Karlsplatz (Stachus); Odeonsplatz; Lehel; Max-Weber-Platz; Ostbahnhof; Innsbrucker Ring; Michaelibad; Quiddestraße; Neuperlach Zentrum; Therese-Giehse-Allee; Neuperlach Süd, brown, 
U6, Garching Research Center, Großhadern Hospital, 27416, 26, 4208, 579, Garching Research Center; Garching; Garching-Hochbrück; Fröttmaning; Kieferngarten; Freimann; Studentenstadt; Alte Heide; Nordfriedhof; Dietlindenstraße; Münchner Freiheit; Giselastraße; University; Odeonsplatz; Marienplatz; Sendlinger Tor; Goetheplatz; Poccistraße; Implerstraße; Harras; Partnachplatz; Westpark; Holzapfelkreuth; Haderner Stern; Großhadern; Großhadern Hospital, blue, 
U7, Olympia Shopping Centre, Neuperlach Centre, 16602, 19, 1708, 553, Olympia Shopping Center; Georg-Brauchle-Ring; Westfriedhof; Gern; Rotkreuzplatz; Maillingerstraße; Stiglmaierplatz; Main Station; Sendlinger Tor; Fraunhoferstraße; Kolumbusplatz; Silberhornstraße; Untersbergstraße; Giesing; Karl-Preis-Platz; Innsbrucker Ring; Michaelibad; Quiddestraße; Neuperlach Center, green and red, 
U8, Olympia Centre, Neuperlach Center, 15762, 19, 1708, 513, Olympiazentrum; Petuelring; Scheidplatz; Hohenzollernplatz; Josephsplatz; Theresienstraße; Königsplatz; Hauptbahnhof; Sendlinger Tor; Fraunhoferstraße; Kolumbusplatz; Silberhornstraße; Untersbergstraße; Giesing; Karl-Preis-Platz; Innsbrucker Ring; Michaelibad; Quiddestraße; Neuperlach Zentrum, red and orange, 
