U1, Uhlandstraße, Warschauer Straße, 8.9, 13, , Green, 
U2, Ruhleben, Pankow, 20.7, 29, , Red, 
U3, Krumme Lanke, Warschauer Straße, 18.7, 24, , Turquoise, 
U4, Innsbrucker Platz, Nollendorfplatz, 2.9, 5, , Yellow, 
U5, Hönow, Hauptbahnhof, 22, 26, , Brown, 
U6, Alt-Tegel, Alt-Mariendorf, 19.9, 29, , Purple, 
U7, Rathaus Spandau, Rudow, 31.8, 40, , Blue, 
U8, Wittenau, Hermannstraße, 18.2, 24, , Dark Blue, 
U9, Osloer Straße, Rathaus Steglitz, 12.5, 18, , Orange, 
