RFC3150, End-to-end Performance Implications of Slow Links, , July 2001, DOI 10.17487/RFC3150, S. Dawkins; G. Montenegro; M. Kojo; V. Magret, 
RFC3151, A URN Namespace for Public Identifiers, , August 2001, DOI 10.17487/RFC3151, N. Walsh; J. Cowan; P. Grosso, 
RFC3152, Delegation of IP6.ARPA, RFC3596, August 2001, DOI 10.17487/RFC3152, R. Bush, 
RFC3153, PPP Multiplexing, , August 2001, DOI 10.17487/RFC3153, R. Pazhyannur; I. Ali; C. Fox, 
RFC3154, Requirements and Functional Architecture for an IP Host Alerting Protocol, , August 2001, DOI 10.17487/RFC3154, J. Kempf; C. Castelluccia; P. Mutaf; N. Nakajima; Y. Ohba; R. Ramjee; Y. Saifullah; B. Sarikaya; X. Xu, 
RFC3155, End-to-end Performance Implications of Links with Errors, , August 2001, DOI 10.17487/RFC3155, S. Dawkins; G. Montenegro; M. Kojo; V. Magret; N. Vaidya, 
RFC3156, MIME Security with OpenPGP, , August 2001, DOI 10.17487/RFC3156, M. Elkins; D. Torto; R. Levien; T. Roessler, 
RFC3157, Securely Available Credentials - Requirements, , August 2001, DOI 10.17487/RFC3157, A. Arsenault; S. Farrell, 
RFC3158, RTP Testing Strategies, , August 2001, DOI 10.17487/RFC3158, C. Perkins; J. Rosenberg; H. Schulzrinne, 
RFC3159, Structure of Policy Provisioning Information (SPPI), , August 2001, DOI 10.17487/RFC3159, K. McCloghrie; M. Fine; J. Seligson; K. Chan; S. Hahn; R. Sahita; A. Smith; F. Reichmeyer, 
RFC3160, The Tao of IETF - A Novice's Guide to the Internet Engineering Task Force, RFC4677, August 2001, DOI 10.17487/RFC3160, S. Harris, 
RFC3161, Internet X.509 Public Key Infrastructure Time-Stamp Protocol (TSP), , August 2001, DOI 10.17487/RFC3161, C. Adams; P. Cain; D. Pinkas; R. Zuccherato, 
RFC3162, RADIUS and IPv6, , August 2001, DOI 10.17487/RFC3162, B. Aboba; G. Zorn; D. Mitton, 
RFC3163, ISO/IEC 9798-3 Authentication SASL Mechanism, , August 2001, DOI 10.17487/RFC3163, R. Zuccherato; M. Nystrom, 
RFC3164, The BSD Syslog Protocol, RFC5424, August 2001, DOI 10.17487/RFC3164, C. Lonvick, 
RFC3165, Definitions of Managed Objects for the Delegation of Management Scripts, , August 2001, DOI 10.17487/RFC3165, D. Levi; J. Schoenwaelder, 
RFC3166, Request to Move RFC 1403 to Historic Status, , August 2001, DOI 10.17487/RFC3166, D. Meyer; J. Scudder, 
RFC3167, Request to Move RFC 1745 to Historic Status, , August 2001, DOI 10.17487/RFC3167, D. Meyer; J. Scudder, 
RFC3168, The Addition of Explicit Congestion Notification (ECN) to IP, , September 2001, DOI 10.17487/RFC3168, K. Ramakrishnan; S. Floyd; D. Black, 
RFC3169, Criteria for Evaluating Network Access Server Protocols, , September 2001, DOI 10.17487/RFC3169, M. Beadles; D. Mitton, 
RFC3170, IP Multicast Applications: Challenges and Solutions, , September 2001, DOI 10.17487/RFC3170, B. Quinn; K. Almeroth, 
RFC3171, IANA Guidelines for IPv4 Multicast Address Assignments, RFC5771, August 2001, DOI 10.17487/RFC3171, Z. Albanna; K. Almeroth; D. Meyer; M. Schipper, 
RFC3172, Management Guidelines & Operational Requirements for the Address and Routing Parameter Area Domain (arpa), , September 2001, DOI 10.17487/RFC3172, G. Huston, 
RFC3173, IP Payload Compression Protocol (IPComp), , September 2001, DOI 10.17487/RFC3173, A. Shacham; B. Monsour; R. Pereira; M. Thomas, 
RFC3174, US Secure Hash Algorithm 1 (SHA1), , September 2001, DOI 10.17487/RFC3174, D. 3rd; P. Jones, 
RFC3175, Aggregation of RSVP for IPv4 and IPv6 Reservations, , September 2001, DOI 10.17487/RFC3175, F. Baker; C. Iturralde; F. Faucheur; B. Davie, 
RFC3176, InMon Corporation's sFlow: A Method for Monitoring Traffic in Switched and Routed Networks, , September 2001, DOI 10.17487/RFC3176, P. Phaal; S. Panchen; N. McKee, 
RFC3177, IAB/IESG Recommendations on IPv6 Address Allocations to Sites, RFC6177, September 2001, DOI 10.17487/RFC3177, , 
RFC3178, IPv6 Multihoming Support at Site Exit Routers, , October 2001, DOI 10.17487/RFC3178, J. Hagino; H. Snyder, 
RFC3179, Script MIB Extensibility Protocol Version 1.1, , October 2001, DOI 10.17487/RFC3179, J. Schoenwaelder; J. Quittek, 
RFC3180, GLOP Addressing in 233/8, , September 2001, DOI 10.17487/RFC3180, D. Meyer; P. Lothberg, 
RFC3181, Signaled Preemption Priority Policy Element, , October 2001, DOI 10.17487/RFC3181, S. Herzog, 
RFC3182, Identity Representation for RSVP, , October 2001, DOI 10.17487/RFC3182, S. Yadav; R. Yavatkar; R. Pabbati; P. Ford; T. Moore; S. Herzog; R. Hess, 
RFC3183, Domain Security Services using S/MIME, , October 2001, DOI 10.17487/RFC3183, T. Dean; W. Ottaway, 
RFC3184, IETF Guidelines for Conduct, RFC7154, October 2001, DOI 10.17487/RFC3184, S. Harris, 
RFC3185, Reuse of CMS Content Encryption Keys, , October 2001, DOI 10.17487/RFC3185, S. Farrell; S. Turner, 
RFC3186, MAPOS/PPP Tunneling mode, , December 2001, DOI 10.17487/RFC3186, S. Shimizu; T. Kawano; K. Murakami; E. Beier, 
RFC3187, Using International Standard Book Numbers as Uniform Resource Names, RFC8254, October 2001, DOI 10.17487/RFC3187, J. Hakala; H. Walravens, 
RFC3188, Using National Bibliography Numbers as Uniform Resource Names, RFC8458, October 2001, DOI 10.17487/RFC3188, J. Hakala, 
RFC3189, RTP Payload Format for DV (IEC 61834) Video, RFC6469, January 2002, DOI 10.17487/RFC3189, K. Kobayashi; A. Ogawa; S. Casner; C. Bormann, 
RFC3190, RTP Payload Format for 12-bit DAT Audio and 20- and 24-bit Linear Sampled Audio, , January 2002, DOI 10.17487/RFC3190, K. Kobayashi; A. Ogawa; S. Casner; C. Bormann, 
RFC3191, Minimal GSTN address format in Internet Mail, , October 2001, DOI 10.17487/RFC3191, C. Allocchio, 
RFC3192, Minimal FAX address format in Internet Mail, , October 2001, DOI 10.17487/RFC3192, C. Allocchio, 
RFC3193, Securing L2TP using IPsec, , November 2001, DOI 10.17487/RFC3193, B. Patel; B. Aboba; W. Dixon; G. Zorn; S. Booth, 
RFC3194, The H-Density Ratio for Address Assignment Efficiency An Update on the H ratio, , November 2001, DOI 10.17487/RFC3194, C. Huitema, 
RFC3195, Reliable Delivery for syslog, , November 2001, DOI 10.17487/RFC3195, D. New; M. Rose, 
RFC3196, Internet Printing Protocol/1.1: Implementor's Guide, , November 2001, DOI 10.17487/RFC3196, T. Hastings; C. Manros; P. Zehler; C. Kugler; H. Holst, 
RFC3197, Applicability Statement for DNS MIB Extensions, , November 2001, DOI 10.17487/RFC3197, R. Austein, 
RFC3198, Terminology for Policy-Based Management, , November 2001, DOI 10.17487/RFC3198, A. Westerinen; J. Schnizlein; J. Strassner; M. Scherling; B. Quinn; S. Herzog; A. Huynh; M. Carlson; J. Perry; S. Waldbusser, 
RFC3199, Request for Comments Summary RFC Numbers 3100-3199, , February 2003, DOI 10.17487/RFC3199, S. Ginoza, 
RFC3201, Definitions of Managed Objects for Circuit to Interface Translation, , January 2002, DOI 10.17487/RFC3201, R. Steinberger; O. Nicklass, 
RFC3202, Definitions of Managed Objects for Frame Relay Service Level Definitions, , January 2002, DOI 10.17487/RFC3202, R. Steinberger; O. Nicklass, 
RFC3203, DHCP reconfigure extension, , December 2001, DOI 10.17487/RFC3203, Y. T'Joens; C. Hublet; P. De, 
RFC3204, MIME media types for ISUP and QSIG Objects, , December 2001, DOI 10.17487/RFC3204, E. Zimmerer; J. Peterson; A. Vemuri; L. Ong; F. Audet; M. Watson; M. Zonoun, 
RFC3205, On the use of HTTP as a Substrate, RFC9205, February 2002, DOI 10.17487/RFC3205, K. Moore, 
RFC3206, The SYS and AUTH POP Response Codes, , February 2002, DOI 10.17487/RFC3206, R. Gellens, 
RFC3207, SMTP Service Extension for Secure SMTP over Transport Layer Security, , February 2002, DOI 10.17487/RFC3207, P. Hoffman, 
RFC3208, PGM Reliable Transport Protocol Specification, , December 2001, DOI 10.17487/RFC3208, T. Speakman; J. Crowcroft; J. Gemmell; D. Farinacci; S. Lin; D. Leshchiner; M. Luby; T. Montgomery; L. Rizzo; A. Tweedly; N. Bhaskar; R. Edmonstone; R. Sumanasekera; L. Vicisano, 
RFC3209, RSVP-TE: Extensions to RSVP for LSP Tunnels, , December 2001, DOI 10.17487/RFC3209, D. Awduche; L. Berger; D. Gan; T. Li; V. Srinivasan; G. Swallow, 
RFC3210, Applicability Statement for Extensions to RSVP for LSP-Tunnels, , December 2001, DOI 10.17487/RFC3210, D. Awduche; A. Hannan; X. Xiao, 
RFC3211, Password-based Encryption for CMS, RFC3369; RFC3370, December 2001, DOI 10.17487/RFC3211, P. Gutmann, 
RFC3212, Constraint-Based LSP Setup using LDP, , January 2002, DOI 10.17487/RFC3212, B. Jamoussi; L. Andersson; R. Callon; R. Dantu; L. Wu; P. Doolan; T. Worster; N. Feldman; A. Fredette; M. Girish; E. Gray; J. Heinanen; T. Kilty; A. Malis, 
RFC3213, Applicability Statement for CR-LDP, , January 2002, DOI 10.17487/RFC3213, J. Ash; M. Girish; E. Gray; B. Jamoussi; G. Wright, 
RFC3214, LSP Modification Using CR-LDP, , January 2002, DOI 10.17487/RFC3214, J. Ash; Y. Lee; P. Smith; B. Jamoussi; D. Fedyk; D. Skalecki; L. Li, 
RFC3215, LDP State Machine, , January 2002, DOI 10.17487/RFC3215, C. Boscher; P. Cheval; L. Wu; E. Gray, 
RFC3216, SMIng Objectives, , December 2001, DOI 10.17487/RFC3216, C. Elliott; D. Harrington; J. Jason; J. Schoenwaelder; F. Strauss; W. Weiss, 
RFC3217, Triple-DES and RC2 Key Wrapping, , December 2001, DOI 10.17487/RFC3217, R. Housley, 
RFC3218, Preventing the Million Message Attack on Cryptographic Message Syntax, , January 2002, DOI 10.17487/RFC3218, E. Rescorla, 
RFC3219, Telephony Routing over IP (TRIP), , January 2002, DOI 10.17487/RFC3219, J. Rosenberg; H. Salama; M. Squire, 
RFC3220, IP Mobility Support for IPv4, RFC3344, January 2002, DOI 10.17487/RFC3220, C. Perkins, 
RFC3221, Commentary on Inter-Domain Routing in the Internet, , December 2001, DOI 10.17487/RFC3221, G. Huston, 
RFC3222, Terminology for Forwarding Information Base (FIB) based Router Performance, , December 2001, DOI 10.17487/RFC3222, G. Trotter, 
RFC3224, Vendor Extensions for Service Location Protocol Version 2, , January 2002, DOI 10.17487/RFC3224, E. Guttman, 
RFC3225, Indicating Resolver Support of DNSSEC, , December 2001, DOI 10.17487/RFC3225, D. Conrad, 
RFC3226, DNSSEC and IPv6 A6 aware server/resolver message size requirements, , December 2001, DOI 10.17487/RFC3226, O. Gudmundsson, 
RFC3227, Guidelines for Evidence Collection and Archiving, , February 2002, DOI 10.17487/RFC3227, D. Brezinski; T. Killalea, 
RFC3228, IANA Considerations for IPv4 Internet Group Management Protocol (IGMP), , February 2002, DOI 10.17487/RFC3228, B. Fenner, 
RFC3229, Delta encoding in HTTP, , January 2002, DOI 10.17487/RFC3229, J. Mogul; B. Krishnamurthy; F. Douglis; A. Feldmann; A. Hoff; D. Hellerstein, 
RFC3230, Instance Digests in HTTP, RFC9530, January 2002, DOI 10.17487/RFC3230, J. Mogul; A. Van, 
RFC3231, Definitions of Managed Objects for Scheduling Management Operations, , January 2002, DOI 10.17487/RFC3231, D. Levi; J. Schoenwaelder, 
RFC3232, Assigned Numbers: RFC 1700 is Replaced by an On-line Database, , January 2002, DOI 10.17487/RFC3232, J. Reynolds, 
RFC3233, Defining the IETF, , February 2002, DOI 10.17487/RFC3233, P. Hoffman; S. Bradner, 
RFC3234, Middleboxes: Taxonomy and Issues, , February 2002, DOI 10.17487/RFC3234, B. Carpenter; S. Brim, 
RFC3235, Network Address Translator (NAT)-Friendly Application Design Guidelines, , January 2002, DOI 10.17487/RFC3235, D. Senie, 
RFC3236, The 'application/xhtml+xml' Media Type, , January 2002, DOI 10.17487/RFC3236, M. Baker; P. Stark, 
RFC3237, Requirements for Reliable Server Pooling, , January 2002, DOI 10.17487/RFC3237, M. Tuexen; Q. Xie; R. Stewart; M. Shore; L. Ong; J. Loughney; M. Stillman, 
RFC3238, IAB Architectural and Policy Considerations for Open Pluggable Edge Services, , January 2002, DOI 10.17487/RFC3238, S. Floyd; L. Daigle, 
RFC3239, Internet Printing Protocol (IPP): Requirements for Job Printer and Device Administrative Operations, , February 2002, DOI 10.17487/RFC3239, C. Kugler; H. Lewis; T. Hastings, 
RFC3240, Digital Imaging and Communications in Medicine (DICOM) - Application/dicom MIME Sub-type Registration, , February 2002, DOI 10.17487/RFC3240, D. Clunie; E. Cordonnier, 
RFC3241, Robust Header Compression (ROHC) over PPP, , April 2002, DOI 10.17487/RFC3241, C. Bormann, 
RFC3242, RObust Header Compression (ROHC): A Link-Layer Assisted Profile for IP/UDP/RTP, RFC4362, April 2002, DOI 10.17487/RFC3242, G. Pelletier, 
RFC3243, RObust Header Compression (ROHC): Requirements and Assumptions for 0-byte IP/UDP/RTP Compression, , April 2002, DOI 10.17487/RFC3243, , 
RFC3244, Microsoft Windows 2000 Kerberos Change Password and Set Password Protocols, , February 2002, DOI 10.17487/RFC3244, M. Swift; J. Trostle; J. Brezak, 
RFC3245, The History and Context of Telephone Number Mapping (ENUM) Operational Decisions: Informational Documents Contributed to ITU-T Study Group 2 (SG2), , March 2002, DOI 10.17487/RFC3245, J. Klensin, 
RFC3246, An Expedited Forwarding PHB (Per-Hop Behavior), , March 2002, DOI 10.17487/RFC3246, B. Davie; A. Charny; J. Bennet; K. Benson; J. Boudec; W. Courtney; S. Davari; V. Firoiu; D. Stiliadis, 
RFC3247, Supplemental Information for the New Definition of the EF PHB (Expedited Forwarding Per-Hop Behavior), , March 2002, DOI 10.17487/RFC3247, A. Charny; J. Bennet; K. Benson; J. Boudec; A. Chiu; W. Courtney; S. Davari; V. Firoiu; C. Kalmanek; K. Ramakrishnan, 
RFC3248, A Delay Bound alternative revision of RFC 2598, , March 2002, DOI 10.17487/RFC3248, G. Armitage; B. Carpenter; A. Casati; J. Crowcroft; J. Halpern; B. Kumar; J. Schnizlein, 
RFC3249, Implementers Guide for Facsimile Using Internet Mail, , September 2002, DOI 10.17487/RFC3249, V. Cancio; M. Moldovan; H. Tamura; D. Wing, 
RFC3250, Tag Image File Format Fax eXtended (TIFF-FX) - image/tiff-fx MIME Sub-type Registration, RFC3950, September 2002, DOI 10.17487/RFC3250, L. McIntyre; G. Parsons; J. Rafferty, 
RFC3251, Electricity over IP, , April 1 2002, DOI 10.17487/RFC3251, B. Rajagopalan, 
RFC3252, Binary Lexical Octet Ad-hoc Transport, , April 1 2002, DOI 10.17487/RFC3252, H. Kennedy, 
RFC3253, Versioning Extensions to WebDAV (Web Distributed Authoring and Versioning), , March 2002, DOI 10.17487/RFC3253, G. Clemm; J. Amsden; T. Ellison; C. Kaler; J. Whitehead, 
RFC3254, Definitions for talking about directories, , April 2002, DOI 10.17487/RFC3254, , 
RFC3255, Extending Point-to-Point Protocol (PPP) over Synchronous Optical NETwork/Synchronous Digital Hierarchy (SONET/SDH) with virtual concatenation high order and low order payloads, , April 2002, DOI 10.17487/RFC3255, N. Jones; C. Murton, 
RFC3256, The DOCSIS (Data-Over-Cable Service Interface Specifications) Device Class DHCP (Dynamic Host Configuration Protocol) Relay Agent Information Sub-option, , April 2002, DOI 10.17487/RFC3256, D. Jones; R. Woundy, 
RFC3257, Stream Control Transmission Protocol Applicability Statement, , April 2002, DOI 10.17487/RFC3257, L. Coene, 
RFC3258, Distributing Authoritative Name Servers via Shared Unicast Addresses, , April 2002, DOI 10.17487/RFC3258, T. Hardie, 
RFC3259, A Message Bus for Local Coordination, , April 2002, DOI 10.17487/RFC3259, J. Ott; C. Perkins; D. Kutscher, 
RFC3260, New Terminology and Clarifications for Diffserv, , April 2002, DOI 10.17487/RFC3260, D. Grossman, 
RFC3261, SIP: Session Initiation Protocol, , June 2002, DOI 10.17487/RFC3261, J. Rosenberg; H. Schulzrinne; G. Camarillo; A. Johnston; J. Peterson; R. Sparks; M. ley; E. Schooler, 
RFC3262, Reliability of Provisional Responses in Session Initiation Protocol (SIP), , June 2002, DOI 10.17487/RFC3262, J. Rosenberg; H. Schulzrinne, 
RFC3263, Session Initiation Protocol (SIP): Locating SIP Servers, , June 2002, DOI 10.17487/RFC3263, J. Rosenberg; H. Schulzrinne, 
RFC3264, An Offer/Answer Model with Session Description Protocol (SDP), , June 2002, DOI 10.17487/RFC3264, J. Rosenberg; H. Schulzrinne, 
RFC3265, Session Initiation Protocol (SIP)-Specific Event Notification, RFC6665, June 2002, DOI 10.17487/RFC3265, A. Roach, 
RFC3266, Support for IPv6 in Session Description Protocol (SDP), RFC4566, June 2002, DOI 10.17487/RFC3266, S. Olson; G. Camarillo; A. Roach, 
RFC3267, Real-Time Transport Protocol (RTP) Payload Format and File Storage Format for the Adaptive Multi-Rate (AMR) and Adaptive Multi-Rate Wideband (AMR-WB) Audio Codecs, RFC4867, June 2002, DOI 10.17487/RFC3267, J. Sjoberg; M. Westerlund; A. Lakaniemi; Q. Xie, 
RFC3268, Advanced Encryption Standard (AES) Ciphersuites for Transport Layer Security (TLS), RFC5246, June 2002, DOI 10.17487/RFC3268, P. Chown, 
RFC3269, Author Guidelines for Reliable Multicast Transport (RMT) Building Blocks and Protocol Instantiation documents, , April 2002, DOI 10.17487/RFC3269, R. Kermode; L. Vicisano, 
RFC3270, Multi-Protocol Label Switching (MPLS) Support of Differentiated Services, , May 2002, DOI 10.17487/RFC3270, F. Faucheur; L. Wu; B. Davie; S. Davari; P. Vaananen; R. Krishnan; P. Cheval; J. Heinanen, 
RFC3271, The Internet is for Everyone, , April 2002, DOI 10.17487/RFC3271, V. Cerf, 
RFC3272, Overview and Principles of Internet Traffic Engineering, RFC9522, May 2002, DOI 10.17487/RFC3272, D. Awduche; A. Chiu; A. Elwalid; I. Widjaja; X. Xiao, 
RFC3273, Remote Network Monitoring Management Information Base for High Capacity Networks, , July 2002, DOI 10.17487/RFC3273, S. Waldbusser, 
RFC3274, Compressed Data Content Type for Cryptographic Message Syntax (CMS), , June 2002, DOI 10.17487/RFC3274, P. Gutmann, 
RFC3275, (Extensible Markup Language) XML-Signature Syntax and Processing, , March 2002, DOI 10.17487/RFC3275, D. 3rd; J. Reagle; D. Solo, 
RFC3276, Definitions of Managed Objects for High Bit-Rate DSL - 2nd generation (HDSL2) and Single-Pair High-Speed Digital Subscriber Line (SHDSL) Lines Processing, RFC4319, May 2002, DOI 10.17487/RFC3276, B. Ray; R. Abbi, 
RFC3277, Intermediate System to Intermediate System (IS-IS) Transient Blackhole Avoidance, , April 2002, DOI 10.17487/RFC3277, D. McPherson, 
RFC3278, Use of Elliptic Curve Cryptography (ECC) Algorithms in Cryptographic Message Syntax (CMS), RFC5753, April 2002, DOI 10.17487/RFC3278, S. Wilson; D. Brown; P. Lambert, 
RFC3279, Algorithms and Identifiers for the Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile, , April 2002, DOI 10.17487/RFC3279, L. Bassham; W. Polk; R. Housley, 
RFC3280, Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile, RFC5280, April 2002, DOI 10.17487/RFC3280, R. Housley; W. Polk; W. Ford; D. Solo, 
RFC3281, An Internet Attribute Certificate Profile for Authorization, RFC5755, April 2002, DOI 10.17487/RFC3281, S. Farrell; R. Housley, 
RFC3282, Content Language Headers, , May 2002, DOI 10.17487/RFC3282, , 
RFC3283, Guide to Internet Calendaring, , June 2002, DOI 10.17487/RFC3283, B. Mahoney; G. Babics; A. Taler, 
RFC3284, The VCDIFF Generic Differencing and Compression Data Format, , June 2002, DOI 10.17487/RFC3284, D. Korn; J. MacDonald; J. Mogul; K. Vo, 
RFC3285, Using Microsoft Word to create Internet Drafts and RFCs, RFC5385, May 2002, DOI 10.17487/RFC3285, M. Gahrns; T. Hain, 
RFC3286, An Introduction to the Stream Control Transmission Protocol (SCTP), , May 2002, DOI 10.17487/RFC3286, L. Ong; J. Yoakum, 
RFC3287, Remote Monitoring MIB Extensions for Differentiated Services, , July 2002, DOI 10.17487/RFC3287, A. Bierman, 
RFC3288, Using the Simple Object Access Protocol (SOAP) in Blocks Extensible Exchange Protocol (BEEP), RFC4227, June 2002, DOI 10.17487/RFC3288, E. O'Tuathail; M. Rose, 
RFC3289, Management Information Base for the Differentiated Services Architecture, , May 2002, DOI 10.17487/RFC3289, F. Baker; K. Chan; A. Smith, 
RFC3290, An Informal Management Model for Diffserv Routers, , May 2002, DOI 10.17487/RFC3290, Y. Bernet; S. Blake; D. Grossman; A. Smith, 
RFC3291, Textual Conventions for Internet Network Addresses, RFC4001, May 2002, DOI 10.17487/RFC3291, M. Daniele; B. Haberman; S. Routhier; J. Schoenwaelder, 
RFC3292, General Switch Management Protocol (GSMP) V3, , June 2002, DOI 10.17487/RFC3292, A. Doria; K. Sundell; T. Worster, 
RFC3293, General Switch Management Protocol (GSMP) Packet Encapsulations for Asynchronous Transfer Mode (ATM) Ethernet and Transmission Control Protocol (TCP), , June 2002, DOI 10.17487/RFC3293, T. Worster; A. Doria; J. Buerkle, 
RFC3294, General Switch Management Protocol (GSMP) Applicability, , June 2002, DOI 10.17487/RFC3294, A. Doria; K. Sundell, 
RFC3295, Definitions of Managed Objects for the General Switch Management Protocol (GSMP), , June 2002, DOI 10.17487/RFC3295, J. Buerkle; B. Srinivasan, 
RFC3296, Named Subordinate References in Lightweight Directory Access Protocol (LDAP) Directories, , July 2002, DOI 10.17487/RFC3296, K. Zeilenga, 
RFC3297, Content Negotiation for Messaging Services based on Email, , July 2002, DOI 10.17487/RFC3297, G. Klyne; R. Iwazaki; D. Crocker, 
RFC3298, Service in the Public Switched Telephone Network/Intelligent Network (PSTN/IN) Requesting InTernet Service (SPIRITS) Protocol Requirements, , August 2002, DOI 10.17487/RFC3298, I. Faynberg; J. Gato; H. Lu; L. Slutsman, 
RFC3299, Request for Comments Summary RFC Numbers 3200-3299, , December 2003, DOI 10.17487/RFC3299, S. Ginoza, 
RFC3300, Internet Official Protocol Standards, RFC3600, November 2002, DOI 10.17487/RFC3300, J. Reynolds; R. Braden; S. Ginoza; A. De, 
RFC3301, Layer Two Tunnelling Protocol (L2TP): ATM access network extensions, , June 2002, DOI 10.17487/RFC3301, Y. T'Joens; P. Crivellari; B. Sales, 
RFC3302, Tag Image File Format (TIFF) - image/tiff MIME Sub-type Registration, , September 2002, DOI 10.17487/RFC3302, G. Parsons; J. Rafferty, 
RFC3303, Middlebox communication architecture and framework, , August 2002, DOI 10.17487/RFC3303, P. Srisuresh; J. Kuthan; J. Rosenberg; A. Molitor; A. Rayhan, 
RFC3304, Middlebox Communications (midcom) Protocol Requirements, , August 2002, DOI 10.17487/RFC3304, R. Swale; P. Mart; P. Sijben; S. Brim; M. Shore, 
RFC3305, Report from the Joint W3C/IETF URI Planning Interest Group: Uniform Resource Identifiers (URIs) URLs and Uniform Resource Names (URNs): Clarifications and Recommendations, , August 2002, DOI 10.17487/RFC3305, M. Mealling; Ed. Denenberg; R. Denenberg, 
RFC3306, Unicast-Prefix-based IPv6 Multicast Addresses, , August 2002, DOI 10.17487/RFC3306, B. Haberman; D. Thaler, 
RFC3307, Allocation Guidelines for IPv6 Multicast Addresses, , August 2002, DOI 10.17487/RFC3307, B. Haberman, 
RFC3308, Layer Two Tunneling Protocol (L2TP) Differentiated Services Extension, , November 2002, DOI 10.17487/RFC3308, P. Calhoun; W. Luo; D. McPherson; K. Peirce, 
RFC3309, Stream Control Transmission Protocol (SCTP) Checksum Change, RFC4960, September 2002, DOI 10.17487/RFC3309, J. Stone; R. Stewart; D. Otis, 
RFC3310, Hypertext Transfer Protocol (HTTP) Digest Authentication Using Authentication and Key Agreement (AKA), , September 2002, DOI 10.17487/RFC3310, A. Niemi; J. Arkko; V. Torvinen, 
RFC3311, The Session Initiation Protocol (SIP) UPDATE Method, , October 2002, DOI 10.17487/RFC3311, J. Rosenberg, 
RFC3312, Integration of Resource Management and Session Initiation Protocol (SIP), , October 2002, DOI 10.17487/RFC3312, G. Camarillo; W. Marshall; J. Rosenberg, 
RFC3313, Private Session Initiation Protocol (SIP) Extensions for Media Authorization, , January 2003, DOI 10.17487/RFC3313, W. Marshall, 
RFC3314, Recommendations for IPv6 in Third Generation Partnership Project (3GPP) Standards, , September 2002, DOI 10.17487/RFC3314, M. Wasserman, 
RFC3315, Dynamic Host Configuration Protocol for IPv6 (DHCPv6), RFC8415, July 2003, DOI 10.17487/RFC3315, R. Droms; J. Bound; B. Volz; T. Lemon; C. Perkins; M. Carney, 
RFC3316, Internet Protocol Version 6 (IPv6) for Some Second and Third Generation Cellular Hosts, RFC7066, April 2003, DOI 10.17487/RFC3316, J. Arkko; G. Kuijpers; H. Soliman; J. Loughney; J. Wiljakka, 
RFC3317, Differentiated Services Quality of Service Policy Information Base, , March 2003, DOI 10.17487/RFC3317, K. Chan; R. Sahita; S. Hahn; K. McCloghrie, 
RFC3318, Framework Policy Information Base, , March 2003, DOI 10.17487/RFC3318, R. Sahita; S. Hahn; K. Chan; K. McCloghrie, 
RFC3319, Dynamic Host Configuration Protocol (DHCPv6) Options for Session Initiation Protocol (SIP) Servers, , July 2003, DOI 10.17487/RFC3319, H. Schulzrinne; B. Volz, 
RFC3320, Signaling Compression (SigComp), , January 2003, DOI 10.17487/RFC3320, R. Price; C. Bormann; J. Christoffersson; H. Hannu; Z. Liu; J. Rosenberg, 
RFC3321, Signaling Compression (SigComp) - Extended Operations, , January 2003, DOI 10.17487/RFC3321, H. Hannu; J. Christoffersson; S. Forsgren; Z. Liu; R. Price, 
RFC3322, Signaling Compression (SigComp) Requirements & Assumptions, , January 2003, DOI 10.17487/RFC3322, H. Hannu, 
RFC3323, A Privacy Mechanism for the Session Initiation Protocol (SIP), , November 2002, DOI 10.17487/RFC3323, J. Peterson, 
RFC3324, Short Term Requirements for Network Asserted Identity, , November 2002, DOI 10.17487/RFC3324, M. Watson, 
RFC3325, Private Extensions to the Session Initiation Protocol (SIP) for Asserted Identity within Trusted Networks, , November 2002, DOI 10.17487/RFC3325, C. Jennings; J. Peterson; M. Watson, 
RFC3326, The Reason Header Field for the Session Initiation Protocol (SIP), , December 2002, DOI 10.17487/RFC3326, H. Schulzrinne; D. Oran; G. Camarillo, 
RFC3327, Session Initiation Protocol (SIP) Extension Header Field for Registering Non-Adjacent Contacts, , December 2002, DOI 10.17487/RFC3327, D. Willis; B. Hoeneisen, 
RFC3329, Security Mechanism Agreement for the Session Initiation Protocol (SIP), , January 2003, DOI 10.17487/RFC3329, J. Arkko; V. Torvinen; G. Camarillo; A. Niemi; T. Haukka, 
RFC3330, Special-Use IPv4 Addresses, RFC5735, September 2002, DOI 10.17487/RFC3330, , 
RFC3331, Signaling System 7 (SS7) Message Transfer Part 2 (MTP2) - User Adaptation Layer, , September 2002, DOI 10.17487/RFC3331, K. Morneault; R. Dantu; G. Sidebottom; B. Bidulock; J. Heitz, 
RFC3332, Signaling System 7 (SS7) Message Transfer Part 3 (MTP3) - User Adaptation Layer (M3UA), RFC4666, September 2002, DOI 10.17487/RFC3332, G. Sidebottom; K. Morneault; Ed. Balbas; J. Pastor, 
RFC3334, Policy-Based Accounting, , October 2002, DOI 10.17487/RFC3334, T. Zseby; S. er; C. Carle, 
RFC3335, MIME-based Secure Peer-to-Peer Business Data Interchange over the Internet, , September 2002, DOI 10.17487/RFC3335, T. Harding; R. Drummond; C. Shih, 
RFC3336, PPP Over Asynchronous Transfer Mode Adaptation Layer 2 (AAL2), , December 2002, DOI 10.17487/RFC3336, B. Thompson; T. Koren; B. Buffam, 
