NCC, Country, Company, 
14, Tanzania, MO Mobile, 
14, United Kingdom, LINK Mobility, 
140, Cayman Islands, Flow / Lime, 
140, Guam, GTA, 
140, Mexico, ALTAN Redes, 
142, Colombia, UNE, 
15, Brazil, Sercomtel, 
15, Chile, Cibeles Telecom, 
15, Denmark, Net 1, 
15, Finland, Telit, 
15, France, Free Mobile, 
15, French Polynesia, Vodafone, 
15, Greece, BWS, 
15, Hong Kong, SmarTone, 
15, India, Vodafone, 
15, International Networks, OnAir, 
15, Ireland, Virgin Media, 
15, Israel, Home Cellular, 
15, Netherlands, Ziggo, 
15, Norway, eRate, 
15, Peru, Viettel, 
15, Poland, Aero2, 
15, Sweden, , 
15, Tajikistan, O-Mobile, 
15, Thailand, TOTmobile, 
15, United Kingdom, Vodafone, 
150, Malaysia, Tune Talk, 
150, United States of America, AT&T Mobility, 
152, Malaysia, Yes, 
153, Malaysia, Webe Digital, 
154, Colombia, Virgin Mobile, 
156, Malaysia, Altel Communications, 
16, Australia, VicTrack, 
16, Austria, 3, 
16, Brazil, Oi Movel, 
16, Cambodia, CooTel, 
16, Chile, Nomade Telecomunicaciones, 
16, Denmark, Tismi, 
16, France, Free Mobile, 
16, Germany, Telefonica / O2, 
16, Greece, Inter Telecom, 
16, Hong Kong, SUN Mobile / CSL, 
16, Iceland, Tismi, 
16, India, Airtel, 
16, International Networks, Cisco Jasper, 
16, Ireland, Carphone Mobile, 
16, Israel, Rami Levy Communications, 
16, Malaysia, DiGi, 
16, Netherlands, T-Mobile, 
16, Norway, Iristel, 
16, Poland, Aero2, 
16, Romania, Lycamobile, 
16, Spain, mobil R, 
16, Sweden, , 
16, United Kingdom, Talk Talk, 
160, United States of America, T-Mobile, 
165, Colombia, Tigo, 
17, Austria, MRS, 
17, Bhutan, B-Mobile, 
17, Brazil, Surf, 
17, Chile, Compatel, 
17, Denmark, Gotanet, 
17, France, Legos, 
17, Germany, Telefonica / O2, 
17, Hong Kong, SmarTone, 
17, India, Aircel, 
17, International Networks, Navitas Telecom, 
17, Ireland, 3, 
17, Israel, Von waves, 
17, Malaysia, Maxis, 
17, Peru, Entel, 
17, Poland, Aero2, 
17, Spain, mobil R, 
17, Sweden, Gotanet, 
17, United Kingdom, FlexTel, 
170, British Virgin Islands, Flow, 
170, United States of America, AT&T Mobility, 
18, Austria, smartspace, 
18, Cambodia, Cellcard, 
18, Chile, Empresas Bunker, 
18, Hong Kong, SUN Mobile / CSL, 
18, India, Reliance Mobile, 
18, International Networks, Cingular Wireless Network, 
18, Malaysia, U Mobile, 
18, Netherlands, Ziggo Services, 
18, Poland, AMD Telecom, 
18, Sweden, Messit / Minicall, 
18, Thailand, dtac, 
18, United Kingdom, Cloud9, 
180, Jamaica, Flow, 
180, United States of America, AT&T Mobility, 
187, Colombia, eTb, 
19, Australia, Lycamobile, 
19, Austria, 3, 
19, Chile, Movil Falabella, 
19, Hong Kong, SUN Mobile / CSL, 
19, India, Idea, 
19, International Networks, Maritime Roaming Service, 
19, Iran, MTCE, 
19, Israel, 019 Mobile, 
19, Malaysia, Celcom, 
19, Poland, NetBalt, 
19, Somalia, Hormuud, 
19, South Africa, Rain, 
19, Spain, Simyo, 
19, Sweden, Vectone Mobile, 
19, United Kingdom, TeleWare, 
190, United States of America, T-Mobile, 
192, North Korea, Koryolink, 
195, Malaysia, XOX Com, 
199, Colombia, SUMA movil, 
20, Afghanistan, Roshan, 
20, Austria, Mtel, 
20, Belgium, Base, 
20, Chile, Inversiones Santa Fe, 
20, Cyprus, PrimeTel, 
20, Denmark, Telia, 
20, France, Bouygues Telecom, 
20, French Polynesia, Vini, 
20, Germany, Telefonica / O2, 
20, Guadeloupe and Martinique and French Guiana, Digicel, 
20, Hong Kong, SUN Mobile / CSL, 
20, India, Vodafone, 
20, Indonesia, Telkomsel, 
20, International Networks, Intermatica, 
20, Iran, RighTel, 
20, Iraq, Zain, 
20, Japan, SoftBank, 
20, Netherlands, T-Mobile, 
20, Nigeria, Airtel, 
20, Norway, BANE NOR, 
20, Peru, Claro, 
20, Poland, Tismi, 
20, Russia, Tele2, 
20, Serbia, VIP, 
20, Slovenia, Compatel, 
20, Sweden, Sierra Wireless, 
20, United Kingdom, 3, 
200, United States of America, T-Mobile, 
21, Brazil, Ligue, 
21, Finland, Elisa, 
21, France, Bouygues Telecom, 
21, Germany, Multiconnect, 
21, India, Loop Mobile, 
21, Indonesia, Indosat Ooredoo, 
21, International Networks, Wins, 
21, Japan, SoftBank, 
21, Malta, GO Mobile, 
21, Netherlands, ProRail, 
21, Nicaragua, Claro, 
21, Norway, BANE NOR, 
21, Spain, Orange, 
21, Sweden, Trafikverket, 
21, Ukraine, PEOPLEnet, 
210, United States of America, AT&T Mobility, 
22, Austria, Plintron, 
22, Canada, Telus Mobility, 
22, Chile, Cellplus, 
22, Cyprus, Cablenet / Lemontel, 
22, France, Transatel, 
22, Georgia, MyPhone, 
22, Germany, sipgate, 
22, India, Idea, 
22, International Networks, i-lincc, 
22, Israel, Maskyoo, 
22, Norway, Altibox Mobil, 
22, Poland, Twilio, 
22, Spain, Digi.Mobil, 
22, Sweden, EUtel, 
22, Uganda, Airtel, 
22, United Kingdom, Telesign Mobile, 
220, Canada, Telus Mobility, 
220, Colombia, Libre Tecnologias, 
221, Canada, Telus Mobility, 
23, Austria, T-Mobile / Magenta, 
23, Belgium, Dust Mobile, 
23, Brazil, Vivo, 
23, Chile, Claro, 
23, Denmark, Banedanmark, 
23, Germany, 1&1, 
23, India, Reliance Mobile, 
23, Israel, Beezz, 
23, Netherlands, KORE, 
23, Norway, Lycamobile, 
23, Spain, Yoigo, 
23, Sweden, Infobip, 
23, United Kingdom, Icron Network, 
230, Colombia, Setroc Mobile, 
230, United States of America, T-Mobile, 
24, Austria, Smartel Services, 
24, Finland, Nord Connect, 
24, France, MobiquiThings, 
24, Germany, TelcoVillage, 
24, Hong Kong, Multibyte, 
24, India, Idea, 
24, International Networks, Bandwidth, 
24, Netherlands, Private Mobility, 
24, New Zealand, 2degrees, 
24, United Kingdom, Greenfone, 
240, Colombia, Flash Mobile, 
240, United States of America, T-Mobile, 
25, Austria, Holding Graz, 
25, Belgium, Dense Air, 
25, Denmark, Viahub, 
25, France, Lycamobile, 
25, Germany, Mtel, 
25, Hong Kong, Government, 
25, India, Aircel, 
25, Sierra Leone, Mobitel, 
25, Spain, Lycamobile, 
25, Sweden, Monty Mobile, 
25, United Kingdom, Truphone, 
250, United States of America, T-Mobile, 
26, Australia, Sinch, 
26, Austria, LIWEST Mobil, 
26, Brazil, Americanet, 
26, Finland, Compatel, 
26, France, NRJ, 
26, Hong Kong, Government, 
26, Netherlands, SpeakUp, 
26, Sweden, Twilio, 
26, United Kingdom, Lycamobile, 
260, United States of America, T-Mobile, 
27, Austria, Tismi, 
27, Chile, Cibeles Telecom, 
27, France, Coriolis, 
27, Hong Kong, Government, 
27, India, Vodafone, 
27, Indonesia, Net1, 
27, International Networks, Monaco Telecom, 
27, Netherlands, L-mobi, 
27, Nigeria, Smile, 
27, Poland, Ntel Solutions, 
27, Samoa, BlueSky, 
27, Spain, Truphone, 
27, Sweden, Globetouch, 
27, United Kingdom, Tata Communications Ltd, 
270, Canada, eastlink, 
270, United States of America, T-Mobile, 
271, United States of America, Verizon Wireless, 
272, United States of America, Verizon Wireless, 
273, United States of America, Verizon Wireless, 
274, United States of America, Verizon Wireless, 
275, United States of America, Verizon Wireless, 
276, United States of America, Verizon Wireless, 
277, United States of America, Verizon Wireless, 
278, United States of America, Verizon Wireless, 
279, United States of America, Verizon Wireless, 
28, Belgium, BICS, 
28, Denmark, LINK Mobility, 
28, France, Airmob, 
28, Hong Kong, Government, 
28, India, Aircel, 
28, Indonesia, Smartfren, 
28, Netherlands, Lancelot, 
28, Sweden, LINK Mobility, 
28, United Kingdom, Marathon Telecom, 
280, United States of America, AT&T Mobility, 
280, United States of America, Pioneer Cellular, 
280, United States of America, Verizon Wireless, 
281, United States of America, Verizon Wireless, 
282, United States of America, Verizon Wireless, 
283, United States of America, Verizon Wireless, 
284, United States of America, Verizon Wireless, 
285, United States of America, Verizon Wireless, 
286, United States of America, Verizon Wireless, 
287, United States of America, Verizon Wireless, 
288, United States of America, Verizon Wireless, 
289, United States of America, Verizon Wireless, 
29, India, Aircel, 
29, International Networks, Telenor Connexion, 
29, Netherlands, Tismi, 
29, Spain, Yoigo, 
29, Sweden, MI Carrier Services, 
29, United Kingdom, aql, 
299, Abkhazia, Failed Calls, 
299, Afghanistan, Failed Calls, 
299, Albania, Failed Calls, 
299, Algeria, Failed Calls, 
299, American Samoa, Failed Calls, 
299, Andorra, Failed Calls, 
299, Angola, Failed Calls, 
299, Anguilla, Failed Calls, 
299, Antigua and Barbuda, Failed Calls, 
299, Argentina, Express, 
299, Argentina, Failed Calls, 
299, Argentina, IPLAN, 
299, Argentina, Imowi, 
299, Argentina, Kallofer, 
299, Argentina, Nuestro, 
299, Argentina, Telecentro, 
299, Armenia, Failed Calls, 
299, Aruba, Failed Calls, 
299, Aruba, MIO, 
299, Australia, ACMA, 
299, Australia, Failed Calls, 
299, Australia, Get SIM, 
299, Australia, Symbio, 
299, Austria, ArgoNET, 
299, Austria, DIALOG telekom, 
299, Austria, DIMOCO, 
299, Austria, Digital Privacy, 
299, Austria, Failed Calls, 
299, Austria, Innsbrucker Kommunalbetriebe, 
299, Austria, LINK Mobility, 
299, Austria, Lenovo Connect, 
299, Austria, Simple SMS, 
299, Austria, Skymond Mobile, 
299, Austria, Telfoni, 
299, Austria, educom, 
299, Austria, kabelplus, 
299, Azerbaijan, Failed Calls, 
299, Bahamas, Failed Calls, 
299, Bahrain, Failed Calls, 
299, Bangladesh, Failed Calls, 
299, Barbados, Failed Calls, 
299, Barbados, Ozone, 
299, Belarus, Failed Calls, 
299, Belgium, FEBO, 
299, Belgium, Failed Calls, 
299, Belgium, GianCom, 
299, Belgium, L-mobi, 
299, Belgium, Legos, 
299, Belgium, Nord Connect, 
299, Belgium, PM Factory, 
299, Belgium, Voxbone / Bandwidth, 
299, Belgium, interactive digital media / IDM, 
299, Belize, Failed Calls, 
299, Benin, Failed Calls, 
299, Bermuda, Failed Calls, 
299, Bhutan, Failed Calls, 
299, Bolivia, Failed Calls, 
299, Bosnia and Herzegovina, Failed Calls, 
299, Botswana, Failed Calls, 
299, Brazil, ARQIA, 
299, Brazil, Bbs Options, 
299, Brazil, Cinco, 
299, Brazil, Failed Calls, 
299, Brazil, NLT, 
299, Brazil, Telecall, 
299, Brazil, Vecto Mobile, 
299, British Virgin Islands, Failed Calls, 
299, Brunei, Failed Calls, 
299, Bulgaria, Failed Calls, 
299, Burkina Faso, Failed Calls, 
299, Burundi, Failed Calls, 
299, Cambodia, Failed Calls, 
299, Cambodia, MPTC, 
299, Cameroon, Failed Calls, 
299, Canada, Failed Calls, 
299, Canada, Xplore Mobile, 
299, Cape Verde, Failed Calls, 
299, Cayman Islands, Failed Calls, 
299, Central African Republic, Failed Calls, 
299, Central African Republic, Socatel, 
299, Chad, Failed Calls, 
299, Chile, Boby, 
299, Chile, CellOPS, 
299, Chile, Dotcom, 
299, Chile, Failed Calls, 
299, Chile, GTD Movil, 
299, Chile, Industel, 
299, Chile, Mavi, 
299, Chile, Mobilink, 
299, Chile, Mundo Pacifico, 
299, Chile, NetUno, 
299, Chile, Quantax, 
299, Chile, RedVoiss, 
299, Chile, Simple, 
299, Chile, Swedcom, 
299, Chile, Telcomax, 
299, Chile, Telefonica Uno Uno Cuatro, 
299, Chile, Television Interactiva, 
299, Chile, VOIP Analysis, 
299, China, Failed Calls, 
299, Colombia, ATnet, 
299, Colombia, Eztalk Mobile, 
299, Colombia, Failed Calls, 
299, Colombia, Gomobile, 
299, Colombia, Movil Exito, 
299, Colombia, Plintron, 
299, Colombia, TuCEL, 
299, Colombia, Vilacom Mobile, 
299, Comoros, Failed Calls, 
299, Congo, Failed Calls, 
299, Cook Islands, Failed Calls, 
299, Costa Rica, Failed Calls, 
299, Costa Rica, MultiCom, 
299, Costa Rica, Tuyo Movil, 
299, Costa Rica, racsa, 
299, Croatia, Failed Calls, 
299, Cuba, Failed Calls, 
299, Cuba, MoviTel, 
299, Cyprus, Failed Calls, 
299, Czech Republic, +4U Mobile, 
299, Czech Republic, 3ton, 
299, Czech Republic, CEZ, 
299, Czech Republic, Dragon, 
299, Czech Republic, EriMobile, 
299, Czech Republic, Failed Calls, 
299, Czech Republic, Fayn, 
299, Czech Republic, GoMobil, 
299, Czech Republic, Laudatio, 
299, Czech Republic, METRONET, 
299, Czech Republic, MOBIL21, 
299, Czech Republic, NETBOX Mobil, 
299, Czech Republic, Nej Mobil, 
299, Czech Republic, Odorik, 
299, Czech Republic, SAZKA, 
299, Czech Republic, SZDC, 
299, Czech Republic, TOPefekt, 
299, Czech Republic, TT Quality, 
299, Czech Republic, Tesco Mobile, 
299, Czech Republic, Uniphone, 
299, Czech Republic, ha-loo mobil, 
299, Democratic Republic of Congo, Failed Calls, 
299, Democratic Republic of Congo, Tatem, 
299, Denmark, 42 Telecom, 
299, Denmark, 5Tel, 
299, Denmark, Benemen, 
299, Denmark, Bolignet-Aarhus, 
299, Denmark, CBB Mobil, 
299, Denmark, Companymobile, 
299, Denmark, Comtalk, 
299, Denmark, Evercall, 
299, Denmark, Failed Calls, 
299, Denmark, Firmafon, 
299, Denmark, Firstcom, 
299, Denmark, Flexfone, 
299, Denmark, Ipvision, 
299, Denmark, Lancelot, 
299, Denmark, Lebara, 
299, Denmark, MI Carrier Services, 
299, Denmark, Maxtel.dk, 
299, Denmark, Mitto, 
299, Denmark, Mobiweb, 
299, Denmark, NextM2M, 
299, Denmark, SimService, 
299, Denmark, Telenor Connexion, 
299, Denmark, Tripple Track, 
299, Denmark, Uni-tel, 
299, Denmark, Viptel, 
299, Denmark, celfon, 
299, Denmark, ipnordic, 
299, Diego Garcia, Failed Calls, 
299, Diego Garcia, Sure, 
299, Djibouti, Failed Calls, 
299, Dominica, Failed Calls, 
299, Dominican Republic, Failed Calls, 
299, Dominican Republic, Satel, 
299, East Timor, Failed Calls, 
299, Ecuador, Failed Calls, 
299, Egypt, Failed Calls, 
299, El Salvador, Failed Calls, 
299, Equatorial Guinea, Failed Calls, 
299, Eritrea, Failed Calls, 
299, Estonia, Failed Calls, 
299, Ethiopia, Failed Calls, 
299, Falkland Islands, Failed Calls, 
299, Faroe Islands, Failed Calls, 
299, Fiji, Failed Calls, 
299, Finland, Benemen, 
299, Finland, Cuuma, 
299, Finland, Failed Calls, 
299, Finland, IPIFY, 
299, Finland, Lancelot, 
299, Finland, MI Carrier Services, 
299, Finland, MobiWeb, 
299, Finland, Premium Numbers, 
299, Finland, RAILI, 
299, Finland, TravelSim, 
299, Finland, Twilio, 
299, Finland, interactive digital media / IDM, 
299, France, Add-On Multimedia, 
299, France, Afone Mobile, 
299, France, Alphalink, 
299, France, Annatel, 
299, France, Atlas, 
299, France, Auchan, 
299, France, Axialys, 
299, France, BJT, 
299, France, Bazile, 
299, France, Bretagne Telecom, 
299, France, CAT, 
299, France, CELESTE, 
299, France, CPRO, 
299, France, CRH, 
299, France, CRT, 
299, France, CTExcel, 
299, France, Codepi, 
299, France, Coolwave, 
299, France, Doctolib, 
299, France, Failed Calls, 
299, France, Foliateam, 
299, France, Happy Telecom, 
299, France, Hexatel, 
299, France, IP Telecom, 
299, France, Iptis, 
299, France, JOi, 
299, France, Kertel, 
299, France, Keyyo Mobile, 
299, France, LASOTEL, 
299, France, LITEYEAR, 
299, France, La Poste Mobile, 
299, France, Linkt, 
299, France, Netcom, 
299, France, Nordnet, 
299, France, OpenIP, 
299, France, Paritel, 
299, France, Prixtel, 
299, France, SCT TELECOM, 
299, France, SIMbioz, 
299, France, Sewan Communications, 
299, France, TDF, 
299, France, Tismi, 
299, France, Trunkline, 
299, France, VA SOLUTIONS, 
299, France, VOIP Telecom, 
299, France, i-via, 
299, France, onoff, 
299, France, unyc, 
299, French Polynesia, Failed Calls, 
299, French Polynesia, Ora, 
299, Gabon, Failed Calls, 
299, Gambia, Failed Calls, 
299, Georgia, Failed Calls, 
299, Germany, Argon Networks, 
299, Germany, Failed Calls, 
299, Germany, Tismi, 
299, Ghana, Comsys, 
299, Ghana, Failed Calls, 
299, Gibraltar, Failed Calls, 
299, Gibraltar, GibFibreSpeed, 
299, Greece, AMD Telecom, 
299, Greece, Apifon, 
299, Greece, Failed Calls, 
299, Greece, Interconnect, 
299, Greece, M-STAT, 
299, Greece, Nova, 
299, Greece, OTEGLOBE, 
299, Greece, Premium Net, 
299, Greenland, Failed Calls, 
299, Grenada, Failed Calls, 
299, Grenada, Spice Mobile, 
299, Guadeloupe and Martinique and French Guiana, Failed Calls, 
299, Guam, Failed Calls, 
299, Guatemala, Failed Calls, 
299, Guinea, Failed Calls, 
299, Guinea-Bissau, Failed Calls, 
299, Guyana, Failed Calls, 
299, Haiti, Failed Calls, 
299, Honduras, Failed Calls, 
299, Hungary, Antenna, 
299, Hungary, Failed Calls, 
299, Hungary, Invitech, 
299, Hungary, Mobil4, 
299, Hungary, Netfone, 
299, Hungary, TARR, 
299, Hungary, Vidanet, 
299, Iceland, Failed Calls, 
299, India, Failed Calls, 
299, Indonesia, Failed Calls, 
299, International Networks, Afinna One, 
299, International Networks, DIDWW, 
299, International Networks, EMSAT, 
299, International Networks, Ellipsat, 
299, International Networks, Failed Calls, 
299, International Networks, Global Access Services, 
299, International Networks, Globalstar, 
299, International Networks, MCNtelecom, 
299, International Networks, Oration Technologies, 
299, International Networks, Phonegroup, 
299, International Networks, Sipme, 
299, International Networks, Telecom26, 
299, International Networks, Telekom Malaysia, 
299, International Networks, Zain, 
299, International Networks, republic wireless, 
299, Iran, Anarestan, 
299, Iran, ApTel, 
299, Iran, Arian Tel, 
299, Iran, Failed Calls, 
299, Iran, LotusTel, 
299, Iraq, Failed Calls, 
299, Ireland, BT, 
299, Ireland, Cubic Telecom, 
299, Ireland, Failed Calls, 
299, Ireland, Net Feasa, 
299, Ireland, OGCIO, 
299, Israel, Annatel Mobile, 
299, Israel, Bynet, 
299, Israel, Cellact, 
299, Israel, Failed Calls, 
299, Israel, T2T, 
299, Italy, 1Mobile, 
299, Italy, A-Tono, 
299, Italy, Compatel, 
299, Italy, Daily Telecom Mobile, 
299, Italy, DireQ, 
299, Italy, Esendex, 
299, Italy, Failed Calls, 
299, Italy, Kaleyra, 
299, Italy, Sparkle, 
299, Italy, Tiscali, 
299, Italy, Vola, 
299, Italy, Webcom, 
299, Ivory Coast, Failed Calls, 
299, Jamaica, Failed Calls, 
299, Japan, Failed Calls, 
299, Jordan, Failed Calls, 
299, Kazakhstan, Arna, 
299, Kazakhstan, Failed Calls, 
299, Kenya, Failed Calls, 
299, Kenya, eferio, 
299, Kiribati, Failed Calls, 
299, Kiribati, Ocean Link, 
299, Kosovo, Failed Calls, 
299, Kosovo, MTS, 
299, Kuwait, Failed Calls, 
299, Kuwait, Virgin Mobile, 
299, Kyrgyzstan, Failed Calls, 
299, Laos, Failed Calls, 
299, Latvia, Failed Calls, 
299, Latvia, Premium Numbers, 
299, Lebanon, Failed Calls, 
299, Lesotho, Failed Calls, 
299, Liberia, Failed Calls, 
299, Libya, Failed Calls, 
299, Liechtenstein, Datamobile, 
299, Liechtenstein, Dimoco, 
299, Liechtenstein, Failed Calls, 
299, Liechtenstein, SORACOM, 
299, Liechtenstein, Telna, 
299, Lithuania, Failed Calls, 
299, Lithuania, SkyCall, 
299, Lithuania, Teletel, 
299, Luxembourg, Bouygues Telecom, 
299, Luxembourg, Eltrona, 
299, Luxembourg, Failed Calls, 
299, Luxembourg, MTX Connect, 
299, Macao, Failed Calls, 
299, Madagascar, Bip, 
299, Madagascar, Failed Calls, 
299, Malawi, Failed Calls, 
299, Malaysia, Failed Calls, 
299, Malaysia, MKN, 
299, Malaysia, Maxis Broadband, 
299, Malaysia, OCESB, 
299, Malaysia, REDtone Mobile, 
299, Malaysia, REDtone, 
299, Malaysia, TT dotCom, 
299, Malaysia, Y-Max, 
299, Maldives, Failed Calls, 
299, Mali, Failed Calls, 
299, Malta, Failed Calls, 
299, Marshall Islands, Failed Calls, 
299, Marshall Islands, MINTA, 
299, Mauritania, Failed Calls, 
299, Mauritius, Failed Calls, 
299, Mayotte, Failed Calls, 
299, Mexico, Altcel, 
299, Mexico, Failed Calls, 
299, Mexico, FreedomPop, 
299, Mexico, Ibo Cell, 
299, Mexico, Maxcom, 
299, Mexico, MegaTel, 
299, Mexico, NEUS Mobile, 
299, Mexico, QBOcel, 
299, Mexico, Servitron, 
299, Mexico, Telecomunicaciones 360, 
299, Micronesia, Failed Calls, 
299, Moldova, Failed Calls, 
299, Monaco, Failed Calls, 
299, Mongolia, Failed Calls, 
299, Montenegro, Failed Calls, 
299, Montserrat, Digicel, 
299, Montserrat, Failed Calls, 
299, Morocco, Failed Calls, 
299, Mozambique, Failed Calls, 
299, Myanmar, Failed Calls, 
299, Namibia, Demshi, 
299, Namibia, Failed Calls, 
299, Nauru, Failed Calls, 
299, Nepal, CG Telecom, 
299, Nepal, Failed Calls, 
299, Netherlands Antilles, Failed Calls, 
299, Netherlands Antilles, Premium Numbers, 
299, Netherlands, 88 mobile, 
299, Netherlands, AGMS, 
299, Netherlands, Belcentrale, 
299, Netherlands, BodyTrace, 
299, Netherlands, Combird Mobile, 
299, Netherlands, Dean Mobile, 
299, Netherlands, Eazit, 
299, Netherlands, EziMobile, 
299, Netherlands, Failed Calls, 
299, Netherlands, KeenMobile, 
299, Netherlands, Motto, 
299, Netherlands, Okta8, 
299, Netherlands, Premium Numbers, 
299, Netherlands, Premium Routing, 
299, Netherlands, Redworks, 
299, Netherlands, interactive digital media / IDM, 
299, Netherlands, mGage, 
299, New Caledonia, Failed Calls, 
299, New Zealand, Compass Mobile, 
299, New Zealand, Devoli, 
299, New Zealand, Failed Calls, 
299, New Zealand, LinkTel, 
299, New Zealand, Symbio, 
299, New Zealand, Vocus, 
299, New Zealand, Voxbone / Bandwidth, 
299, New Zealand, Voyager Internet, 
299, New Zealand, WXC, 
299, Nicaragua, Failed Calls, 
299, Niger, Failed Calls, 
299, Nigeria, Alpha Technologies, 
299, Nigeria, Failed Calls, 
299, Nigeria, Zodafones, 
299, Niue, Failed Calls, 
299, North Korea, Failed Calls, 
299, North Korea, Kangsung Net, 
299, North Macedonia, Failed Calls, 
299, North Macedonia, LATRON, 
299, North Macedonia, Telekabel, 
299, Northern Mariana Islands, Failed Calls, 
299, Norway, , 
299, Norway, Chilimobil, 
299, Norway, Failed Calls, 
299, Norway, GlobalConnect, 
299, Norway, JetNett, 
299, Norway, NextGenTel, 
299, Norway, Nodnett, 
299, Norway, Puzzel, 
299, Norway, Sierra Wireless, 
299, Norway, Svea, 
299, Norway, Telavox, 
299, Norway, bigblu, 
299, Norway, intility, 
299, Norway, unifon, 
299, Oman, Failed Calls, 
299, Pakistan, Failed Calls, 
299, Pakistan, Warid, 
299, Palau, Failed Calls, 
299, Palestinian Territory, Failed Calls, 
299, Panama, Failed Calls, 
299, Papua New Guinea, DIGIVOIP, 
299, Papua New Guinea, Failed Calls, 
299, Paraguay, Failed Calls, 
299, Peru, Dolphin, 
299, Peru, Failed Calls, 
299, Philippines, Failed Calls, 
299, Poland, 3S, 
299, Poland, BSG, 
299, Poland, Benemen, 
299, Poland, Caritas Laczy, 
299, Poland, Cludo, 
299, Poland, Failed Calls, 
299, Poland, I.M. Consulting, 
299, Poland, IZZI, 
299, Poland, Inea, 
299, Poland, JMDI J. Maleszko, 
299, Poland, Klucz Mobile, 
299, Poland, LoVo, 
299, Poland, Metro Mobile, 
299, Poland, Mobile Vikings, 
299, Poland, Mobiledata, 
299, Poland, Moja GSM, 
299, Poland, NAU Mobile, 
299, Poland, NIMBOW, 
299, Poland, Nasza Wizja, 
299, Poland, Next Mobile, 
299, Poland, Polvoice, 
299, Poland, Pomagacz, 
299, Poland, Premium Mobile, 
299, Poland, Premium Numbers, 
299, Poland, SAT FILM, 
299, Poland, SGT, 
299, Poland, Softelnet, 
299, Poland, TELGAM, 
299, Poland, TOYAmobilna, 
299, Poland, Tele GO, 
299, Poland, TeleCube, 
299, Poland, Telenabler, 
299, Poland, UPC, 
299, Poland, Vectra, 
299, Poland, Vonage, 
299, Poland, e-Telko, 
299, Poland, lajt mobile, 
299, Poland, multiMOBILE, 
299, Poland, nc+ Mobile, 
299, Poland, w naszej Rodzinie, 
299, Portugal, Failed Calls, 
299, Portugal, NOWO, 
299, Portugal, Oni, 
299, Portugal, Premium Numbers, 
299, Puerto Rico, Failed Calls, 
299, Qatar, Failed Calls, 
299, Reunion, Failed Calls, 
299, Romania, Failed Calls, 
299, Romania, Iristel, 
299, Russia, ASVT, 
299, Russia, Antares, 
299, Russia, Arktur, 
299, Russia, Astran, 
299, Russia, Aurora Telecom, 
299, Russia, BIT-CENTR, 
299, Russia, Beliton, 
299, Russia, Center 2M, 
299, Russia, Cifra 1, 
299, Russia, CountryCom, 
299, Russia, ECO Networks, 
299, Russia, ER-Telecom, 
299, Russia, Elemte, 
299, Russia, Failed Calls, 
299, Russia, GLONASS MOBILE, 
299, Russia, Gazprom Telecom, 
299, Russia, Integral, 
299, Russia, Internod, 
299, Russia, Intersvyaz-2, 
299, Russia, KvatroPlus, 
299, Russia, Lardex, 
299, Russia, Lycamobile, 
299, Russia, MGTS, 
299, Russia, MOSTELECOM, 
299, Russia, MSN Telekom, 
299, Russia, Media-Market, 
299, Russia, Metro-Pei, 
299, Russia, Miatel, 
299, Russia, NCI, 
299, Russia, NETBYNET, 
299, Russia, New Mobile Communications, 
299, Russia, OBIT, 
299, Russia, Orange Business Services, 
299, Russia, PIN, 
299, Russia, Plintron, 
299, Russia, Quantech, 
299, Russia, RECONN, 
299, Russia, Reteyl Innovatsii, 
299, Russia, Sberbank-Telecom, 
299, Russia, Sim Sim, 
299, Russia, Sintonik, 
299, Russia, Sky Networks, 
299, Russia, SkyNet, 
299, Russia, Sonet, 
299, Russia, Sprint, 
299, Russia, Start, 
299, Russia, SunSIM, 
299, Russia, Surgutneftegaz, 
299, Russia, Svyazresurs-Mobile, 
299, Russia, TMT, 
299, Russia, TRASTEL, 
299, Russia, TRN-telecom, 
299, Russia, TTK, 
299, Russia, TTK-Svyaz, 
299, Russia, TVE, 
299, Russia, Tander, 
299, Russia, Tinkoff Mobile, 
299, Russia, TransMobilCom, 
299, Russia, UnitTelecom, 
299, Russia, Unycel, 
299, Russia, VTB Mobile, 
299, Russia, Vainah Telecom, 
299, Russia, ViKom, 
299, Russia, Virgin Connect, 
299, Russia, Voentelecom, 
299, Rwanda, Failed Calls, 
299, Saint Helena and Ascension and Tristan da Cunha, Failed Calls, 
299, Saint Kitts and Nevis, Failed Calls, 
299, Saint Kitts and Nevis, The Cable, 
299, Saint Lucia, Failed Calls, 
299, Saint Pierre and Miquelon, Failed Calls, 
299, Saint Vincent and the Grenadines, Failed Calls, 
299, Samoa, Failed Calls, 
299, San Marino, Failed Calls, 
299, San Marino, TeleneT, 
299, Sao Tome and Principe, Failed Calls, 
299, Satellite Networks, Failed Calls, 
299, Saudi Arabia, Failed Calls, 
299, Saudi Arabia, Red Bull MOBILE, 
299, Saudi Arabia, Salam, 
299, Senegal, 2s Mobile, 
299, Senegal, Failed Calls, 
299, Senegal, Promobile, 
299, Serbia, Failed Calls, 
299, Seychelles, Failed Calls, 
299, Sierra Leone, Failed Calls, 
299, Sierra Leone, IPTel, 
299, Sierra Leone, Onlime, 
299, Sierra Leone, SierraTel, 
299, Singapore, Failed Calls, 
299, Singapore, MyRepublic, 
299, Singapore, Nexwave, 
299, Singapore, Smart Pinoy, 
299, Singapore, VivoBee, 
299, Singapore, Zero1, 
