CITY, STATE, COUNTRY, LATITUDE, LONGITUDE, OFFSET, DST, Regulation_14, Regulation_13
Santa Rita, Paraíba, Brazil, -23.97, -46.3, -3, False, False, False
Concepcion del Uruguay, Entre Rios, Argentina, -32.49, -58.2, -3, False, False, False
Concession, Missouri, U.S.A., 29.83, -90.0, -6, False, True, True
Conchan, Lima, Peru, -12.27, -76.94, -5, False, False, False
Constanța, Constanța, Romania, 44.12, 28.69, 2, False, False, False
Contrecoeur, Quebec, Canada, 45.83, -73.29, -5, False, True, True
Convent, Louisiana, U.S.A., 30.02, -90.83, -6, False, True, True
Convent Landing, Mississippi, U.S.A., 30.01, -90.83, -6, False, True, True
Coolkeragh, Northern Ireland, U.K., 55.0, -7.31, 0, False, False, False
Charleston, South Carolina, U.S.A., 32.83, -79.93, -5, False, True, True
North Charleston, South Carolina, U.S.A., 32.88, -79.97, -5, False, True, True
Philadelphia, Pennsylvania, U.S.A., 32.89, -79.96, -5, False, True, True
Charleston, South Carolina, U.S.A., 32.96, -79.92, -5, False, True, True
North Charleston, South Carolina, U.S.A., 32.83, -79.94, -5, False, True, True
North Charleston, South Carolina, U.S.A., 32.89, -79.97, -5, False, True, True
North Charleston, South Carolina, U.S.A., 32.9, -79.96, -5, False, True, True
Charleston, South Carolina, U.S.A., 32.88, -79.97, -5, False, True, True
Cooper Shop Landing, Mississippi, U.S.A., 30.05, -90.6, -6, False, True, True
Coos Bay, Oregon., U.S.A., 43.38, -124.3, -8, False, True, True
Copenhagen, Denmark, Denmark, 55.71, 12.61, 1, False, True, False
Copenhagen, Denmark, Denmark, 55.69, 12.64, 1, False, True, False
Coquimbo, Coquimbo, Chile, -29.95, -71.33, -3, True, False, False
Cordova, Alaska, U.S.A., 60.55, -145.77, -9, False, True, True
Corinth, Corinthia, Greece, 37.96, 22.95, 2, False, False, False
Corinth, Greece, Greece, 37.91, 23.01, 2, False, False, False
Corinth, West Greece, Greece, 37.96, 22.95, 2, False, False, False
Corinto, Chinandega, Nicaragua, 12.48, -87.17, -6, False, False, False
Cork, County Cork, Ireland, 51.9, -8.49, 0, True, False, False
Corner Brook, Newfoundland and Labrador, Canada, 48.96, -57.95, -3, False, True, True
Coronel, Biobío, Chile, -37.03, -73.15, -3, True, False, False
Corpach, Scotland, U.K., 56.84, -5.12, 0, False, True, False
Corpus Christi, Texas, U.S.A., 27.81, -97.4, -6, False, True, True
A Coruña, Galicia, Spain, 43.36, -8.38, 1, False, False, False
Coryton, England, U.K., 51.5, 0.53, 0, False, True, False
Coryton, Essex, U.K., 51.5, 0.53, 0, False, True, False
Yokkaichi, Mie, Japan, 35.53, 140.0, 9, False, False, False
Cossack, Western Australia, Australia, -19.58, 116.43, 8, False, False, False
Ensenada, Baja California, Mexico, 31.99, -116.86, -8, False, True, True
Costa Maya, Quintana Roo, Mexico, 18.72, -87.69, -5, False, False, False
Cotonou, Littoral, Benin, 6.34, 2.43, 1, False, False, False
Couëron, Pays de la Loire, France, 47.19, -1.6, 1, False, False, False
Lusby, Maryland, U.S.A., 38.4, -76.38, -5, False, True, True
Coveñas, Sucre, Colombia, 9.53, -75.79, -5, False, False, False
Cozumel, Quintana Roo, Mexico, 20.51, -86.97, -5, False, False, False
Novorossiysk, Krasnodar Krai, Russia, 44.71, 37.83, 3, False, False, False
Crib Point, Victoria, Australia, -38.35, 145.23, 11, True, False, False
Cristobal, Colón, Panama, 9.35, -79.92, -5, False, False, False
Crockett, Texas, U.S.A., 38.05, -122.16, -8, False, True, True
Invergordon, Scotland, U.K., 57.69, -4.16, 0, False, True, False
Crotone, Calabria, Italy, 39.09, 17.13, 1, False, False, False
College Point, New York, U.S.A., 40.08, -74.9, -5, False, True, True
Cuddalore, Tamil Nadu, India, 11.71, 79.78, 5, False, False, False
Çukurova, Adana, Turkey, 38.78, 26.92, 3, False, False, False
Cul de Sac Bay, St. Lucia, St. Lucia, 13.99, -61.02, -4, False, False, False
Cul-de-Sac, St. Lucia, St. Lucia, 13.99, -61.02, -4, False, False, False
Cumana, Sucre, Venezuela, 10.46, -64.19, -4, False, False, False
Cumarebo, Falcón, Venezuela, 11.49, -69.36, -4, False, False, False
Araraquara, São Paulo, Brazil, -23.97, -46.3, -3, False, False, False
Cutter Cove, Chile, Chile, -53.17, -70.9, -3, False, False, False
Cuxhaven, Lower Saxony, Germany, 53.87, 8.72, 1, False, True, False
Da Nang, Vietnam, Vietnam, 16.12, 108.22, 7, False, False, False
Ratnagiri, Maharashtra, India, 17.53, 73.14, 5, False, False, False
Dabhol, Maharashtra, India, 17.53, 73.06, 5, False, False, False
Dandong, Liaoning, China, 39.82, 124.16, 8, False, False, False
Daesan, Chungcheongnam-do, South Korea, 37.03, 126.35, 9, False, False, False
Dalian, Liaoning, China, 38.94, 121.66, 8, False, False, False
Dagenham, England, U.K., 51.51, 0.14, 0, False, True, False
Dahej, Gujarat, India, 21.7, 72.49, 5, False, False, False
Da Nang, Da Nang, Vietnam, 8.47, 108.69, 7, False, False, False
Dai Hung, Quang Nam, Vietnam, 8.87, 103.3, 7, False, False, False
Dai Hung Field, Vietnam, Vietnam, 8.47, 108.69, 7, False, False, False
Dakar, Dakar, Senegal, 14.68, -17.42, 0, False, False, False
Dalhousie, New Brunswick, Canada, 48.06, -66.34, -4, False, True, True
Soyo, Zaire, Angola, -7.63, 11.77, 1, False, False, False
Dalian, Liaoning, China, 38.97, 121.66, 8, False, False, False
Dalian, Liaoning, China, 38.96, 121.91, 8, False, False, False
Dalian, Liaoning, China, 38.95, 121.88, 8, False, False, False
Dalian, Liaoning, China, 39.0, 121.89, 8, False, False, False
Dalian, Liaoning, China, 38.98, 121.9, 8, False, False, False
Mackay, Queensland, Australia, -21.26, 149.31, 10, False, False, False
Damietta, Damietta, Egypt, 31.47, 31.76, 2, False, False, False
Dammam, Eastern Province, Saudi Arabia, 26.51, 50.19, 3, False, False, False
Dampier, Western Australia, Australia, -20.65, 116.67, 8, False, False, False
Dampier, Western Australia, Australia, -20.61, 116.75, 8, False, False, False
Dampier, Western Australia, Australia, -20.65, 116.66, 8, False, False, False
Dampier, Western Australia, Australia, -20.64, 116.71, 8, False, False, False
Da Nang, Da Nang, Vietnam, 16.12, 108.22, 7, False, False, False
Dangjin, Chungcheongnam-do, South Korea, 36.92, 126.24, 9, False, False, False
Çanakkale, Çanakkale Province, Turkey, 40.01, 26.13, 3, False, False, False
Çanakkale, Çanakkale Province, Turkey, 40.03, 26.12, 3, False, False, False
Dar-es-Salaam, Dar-es-Salaam, Tanzania, -6.84, 39.3, 3, False, False, False
Darrow, Louisiana, U.S.A., 30.11, -90.99, -6, False, True, True
Augusta, Sicily, Italy, 45.35, 12.25, 1, False, False, False
Dartmouth, Nova Scotia, Canada, 44.66, -63.56, -4, False, True, True
Darwin, Northern Territory, Australia, -12.49, 130.88, 9, False, False, False
Darwin, Northern Territory, Australia, -12.52, 130.85, 9, False, False, False
Darwin, Northern Territory, Australia, -12.47, 130.85, 9, False, False, False
Das Island, Abu Dhabi, U.A.E., 25.16, 52.9, 4, False, False, False
Davant, Louisiana, U.S.A., 29.6, -89.84, -6, False, True, True
Davao City, Davao del Sur, Philippines, 7.12, 125.66, 8, False, False, False
Lagos, Lagos State, Nigeria, 4.76, 7.0, 1, False, False, False
Daxie Dao, Zhejiang, China, 29.92, 122.0, 8, False, False, False
Huizhou, Guangdong, China, 22.69, 114.57, 8, False, False, False
Huizhou, Guangdong, China, 22.67, 114.66, 8, False, False, False
De Kastri, Khabarovsk Krai, Russia, 51.46, 140.79, 10, False, False, False
De Kastri, Khabarovsk Krai, Russia, 51.46, 140.9, 10, False, False, False
Erith, England, U.K., 51.49, 0.19, 0, False, True, False
Deer Park, Texas, U.S.A., 29.75, -95.29, -6, False, True, True
Delaware City, Delaware, U.S.A., 39.58, -75.59, -5, False, True, True
Delfzijl, Groningen, Netherlands, 53.33, 6.94, 1, False, True, False
Delta, British Columbia, Canada, 49.3, -123.09, -8, False, True, True
Delta, Istanbul, Turkey, 36.85, 36.13, 3, False, False, False
Delta Zone, Tacuarembó, Uruguay, -35.07, -55.18, -3, False, False, False
Den Helder, North Holland, Netherlands, 52.96, 4.78, 1, False, True, False
Denpasar, Bali, Indonesia, -8.75, 115.22, 8, False, False, False
Derince, Kocaeli, Turkey, 40.75, 29.86, 3, False, False, False
Dernish Island, County Donegal, Ireland, 52.68, -8.92, 0, True, False, False
Destrehan, Louisiana, U.S.A., 29.93, -90.35, -6, False, True, True
Destrehan, Louisiana, U.S.A., 29.94, -90.36, -6, False, True, True
Detroit, Michigan, U.S.A., 42.32, -83.06, -5, False, False, False
Devonport, Auckland, New Zealand, -36.84, 174.77, 13, True, False, False
Devonport, Tasmania, Australia, -41.15, 146.38, 11, True, False, False
Devonport, England, U.K., 50.38, -4.19, 0, False, True, False
Dhekelia, Dhekelia SBA, Cyprus, 34.97, 33.75, 2, False, False, False
Dhuba, Tabuk, Saudi Arabia, 27.56, 35.54, 3, False, False, False
Diamante, Entre Ríos, Argentina, -32.07, -60.66, -3, False, False, False
Carthage, Tunis, Tunisia, 33.77, 11.9, 1, False, False, False
Diego Garcia, British Indian Ocean Territory, Diego Garcia, -7.29, 72.39, 6, False, False, False
Hai Phong, Hai Phong, Vietnam, 20.55, 106.56, 7, False, False, False
Hereke, Kocaeli, Turkey, 40.78, 29.61, 3, False, False, False
Dili, Dili, East Timor, -8.55, 125.58, 9, False, False, False
Dilovası, Kocaeli, Turkey, 40.76, 29.53, 3, False, False, False
Dillingham, Alaska, U.S.A., 59.03, -158.47, -9, False, False, False
Dinard, Brittany, France, 48.64, -2.04, 1, False, True, False
DIS, Denmark, Denmark, 56.42, 10.93, 1, False, True, False
Discovery Bay, Saint Ann, Jamaica, 18.46, -77.41, -5, False, False, False
Jakarta, Jakarta, Indonesia, -6.07, 106.79, 7, False, False, False
Pointe-Noire, Kouilou, Congo, -4.95, 11.89, 1, False, False, False
Djibouti, Djibouti, Djibouti, 11.61, 43.13, 3, False, False, False
Djurö, Stockholm, Sweden, 58.6, 16.22, 1, False, True, False
Gulfmex, Texas, U.S.A., 27.87, -90.83, -6, False, True, True
Mykolaiv, Mykolaiv Oblast, Ukraine, 46.77, 31.94, 2, False, False, False
Dobo, Maluku, Indonesia, -5.75, 134.17, 9, False, False, False
Miami, Florida, U.S.A., 25.77, -80.14, -5, False, True, True
Doha, Qatar, Qatar, 25.3, 51.56, 3, False, False, False
Domsjö, Västernorrland, Sweden, 63.26, 18.71, 1, False, True, False
Donaldsonville, Louisiana, U.S.A., 30.11, -90.99, -6, False, True, True
Dondra, Southern Province, Sri Lanka, 5.71, 80.59, 5, False, False, False
Dondra Head, Southern Province, Sri Lanka, 5.81, 80.59, 5, False, False, False
Donghai, Jiangsu, China, 28.12, 121.11, 8, False, False, False
Dong Hoi, Quang Binh, Vietnam, 17.5, 106.64, 7, False, False, False
Dongdu, Shandong, China, 24.45, 118.07, 8, False, False, False
Donges, Pays de la Loire, France, 47.3, -2.07, 1, False, False, False
Dongguan, Guangdong, China, 22.9, 113.58, 8, False, False, False
Donghae, Gangwon, South Korea, 37.49, 129.14, 9, False, False, False
Qingdao, Shandong, China, 35.59, 119.79, 8, False, False, False
Dongshan, Fujian, China, 23.75, 117.51, 8, False, False, False
Dongying, Shandong, China, 38.08, 118.95, 8, False, False, False
Dora, Beirut, Lebanon, 33.91, 35.54, 2, False, False, False
Altamira, Tamaulipas, Mexico, 25.0, -96.83, -6, False, False, False
Doraleh, Djibouti, Djibouti, 11.6, 43.08, 3, False, False, False
Dordrecht, South Holland, Netherlands, 51.79, 4.64, 1, False, True, False
Dörtyol, Hatay, Turkey, 36.85, 36.13, 3, False, False, False
Dos Bocas, Tabasco, Mexico, 18.64, -93.17, -6, False, False, False
Douala, Littoral, Cameroon, 4.04, 9.68, 1, False, False, False
Dougoufissa Creek, Kankan Region, Guinea, 10.64, -14.63, 0, False, False, False
Dover, England, U.K., 50.97, 1.52, 1, False, True, False
Dover, England, U.K., 51.03, 1.38, 0, False, True, False
Dover, England, U.K., 51.12, 1.34, 0, False, True, False
Mississippi, Mississippi, U.S.A., 30.34, -91.24, -6, False, True, True
Aratu, Bahia, Brazil, -12.78, -38.48, -3, False, False, False
Robbinston, Maine, U.S.A., 45.06, -67.1, -5, False, True, True
Milford Haven, Wales, U.K., 51.7, -5.0, 0, False, False, False
Drammen, Viken, Norway, 59.74, 10.24, 1, False, True, False
Drapetsona, Attica, Greece, 37.94, 23.63, 2, False, False, False
Draugen Field, Norway, Norway, 64.35, 7.87, 1, False, False, False
Kenai Peninsula Borough, Alaska, U.S.A., 60.55, -152.13, -9, False, True, True
Drogheda, County Louth, Ireland, 53.72, -6.31, 0, True, False, False
Drovyanoy, Sakha Republic, Russia, 72.4, 72.85, 5, False, False, False
Druif, Aruba, Aruba, 12.52, -70.04, -4, False, False, False
Drujba, Sofia Province, Bulgaria, 42.45, 27.54, 2, False, False, False
Druzba, Sofia, Bulgaria, 42.45, 27.54, 2, False, False, False
Rio de Janeiro, Rio de Janeiro, Brazil, -23.06, -44.23, -3, False, False, False
Guarujá, São Paulo, Brazil, -22.82, -43.15, -3, False, False, False
Du Pont, Mississippi, U.S.A., 30.05, -90.52, -6, False, True, True
Duba, Tabuk Province, Saudi Arabia, 27.32, 35.73, 3, False, False, False
Duba, Tabuk, Saudi Arabia, 27.32, 35.74, 3, False, False, False
Duba, Tabuk, Saudi Arabia, 27.56, 35.54, 3, False, False, False
Dubai, Dubai, U.A.E., 25.27, 55.28, 4, False, False, False
Dubai, Dubai, U.A.E., 25.25, 55.26, 4, False, False, False
Dublin, Ireland, Ireland, 53.34, -6.2, 0, True, False, False
Dubrovnik, Dubrovnik-Neretva, Croatia, 42.66, 18.08, 1, False, False, False
Dubrovnik, Dubrovnik-Neretva, Croatia, 42.64, 18.11, 1, False, False, False
Dugi Rat, Split-Dalmatia, Croatia, 43.44, 16.64, 1, False, False, False
Nanaimo, British Columbia, Canada, 49.17, -123.93, -8, False, True, True
Kerteh, Terengganu, Malaysia, 5.8, 104.17, 7, False, False, False
Duluth, Minnesota, U.S.A., 46.71, -92.02, -6, False, False, False
Dumai, Riau, Indonesia, 1.69, 101.46, 7, False, False, False
Dundalk, Maryland, U.S.A., 39.27, -76.57, -5, False, True, True
Dundee, Scotland, U.K., 56.46, -2.94, 0, False, True, False
Dunedin, Otago, New Zealand, -45.88, 170.51, 13, True, False, False
Dung Quat, Quang Ngai, Vietnam, 15.39, 108.86, 7, False, False, False
Dungeness, Magallanes, Chile, -52.37, -69.03, -3, False, False, False
Dunkerque, Hauts-de-France, France, 51.01, 2.18, 1, False, True, False
Dunkerque, Hauts-de-France, France, 51.03, 2.16, 1, False, True, False
Dunkirk, Hauts-de-France, France, 51.06, 2.35, 1, False, True, False
Durban, KwaZulu-Natal, South Africa, -29.88, 31.04, 2, False, False, False
Durrës, Durrës County, Albania, 41.31, 19.45, 1, False, False, False
Dushan, Guizhou, China, 30.59, 121.07, 8, False, False, False
Dutch Bayou, Mississippi, U.S.A., 30.05, -90.58, -6, False, True, True
Unalaska, Alaska, U.S.A., 53.92, -166.47, -9, False, False, False
Duvic, Mississippi, U.S.A., 29.32, -89.38, -6, False, True, True
Port Harcourt, Rivers, Nigeria, 4.78, 5.28, 0, False, False, False
Oakland, California, U.S.A., 27.92, -82.43, -5, False, True, True
East Intercourse Island, Western Australia, Australia, -20.65, 116.67, 8, False, False, False
East London, Eastern Cape, South Africa, -33.03, 27.91, 2, False, False, False
East Port Said, Port Said, Egypt, 31.26, 32.32, 2, False, False, False
Singapore, Central Singapore, Singapore, 1.23, 103.89, 8, False, False, False
Singapore, Singapore, Singapore, 1.26, 103.96, 8, False, False, False
Eastham, England, U.K., 53.33, -2.91, 0, False, False, False
Eastport, Maine, U.S.A., 44.91, -66.98, -5, False, True, True
Eastport, Maine, U.S.A., 44.89, -67.0, -5, False, True, True
Ebeye, Marshall Islands, Marshall Is., 8.78, 167.73, 12, False, False, False
Ebok, Akwa Ibom, Nigeria, 4.09, 8.17, 1, False, False, False
Ebome, South Region, Cameroon, 2.81, 9.79, 1, False, False, False
EC Sweden, Sweden, Sweden, 59.72, 19.07, 1, False, True, False
Eccles, England, U.K., 53.33, -2.91, 0, False, False, False
Eckernförde, Schleswig-Holstein, Germany, 54.47, 9.86, 1, False, True, False
Bogotá, Cundinamarca, Colombia, 10.32, -75.51, -5, False, False, False
ECUK, England, U.K., 53.63, -0.16, 0, False, True, False
Eden, New South Wales, Australia, -37.07, 149.93, 11, True, False, False
Edgard, Louisiana, U.S.A., 30.05, -90.56, -6, False, True, True
Edgewater, New York, U.S.A., 40.82, -73.97, -5, False, True, True
Edstrandsbassangen, Västmanland, Sweden, 58.6, 16.22, 1, False, True, False
Eemshaven, Groningen, Netherlands, 53.45, 6.83, 1, False, True, False
Bergama, İzmir, Turkey, 38.78, 26.92, 3, False, False, False
Egersund, Rogaland, Norway, 58.45, 5.99, 1, False, True, False
Tulear, Anosy, Madagascar, -25.06, 47.0, 3, False, False, False
Eilat, Southern District, Israel, 29.52, 34.94, 2, False, False, False
El Alamein, Matrouh, Egypt, 30.98, 28.87, 2, False, False, False
El Chaure, Anzoátegui, Venezuela, 10.24, -64.63, -4, False, False, False
El Dekheila, Alexandria, Egypt, 31.14, 29.81, 2, False, False, False
Ferrol, Galicia, Spain, 43.47, -8.25, 1, False, False, False
Port Sudan, Red Sea State, Sudan, 19.61, 37.23, 2, False, False, False
El Meks, Alexandria, Egypt, 31.19, 29.87, 2, False, False, False
El Palito, Carabobo, Venezuela, 10.5, -68.12, -4, False, False, False
Port Isabel, Texas, U.S.A., 28.09, -93.02, -6, False, True, True
El Segundo, California, U.S.A., 33.87, -118.5, -8, False, True, True
Maracaibo, Zulia, Venezuela, 10.75, -71.55, -4, False, False, False
Savannah, Georgia, U.S.A., 32.09, -80.99, -5, False, True, True
Brunsbüttel, Schleswig-Holstein, Germany, 53.65, 9.51, 1, False, True, False
Hamburg, Hamburg, Germany, 53.88, 9.14, 1, False, True, False
Grand Gulf, Mississippi, U.S.A., 29.61, -89.87, -6, False, True, True
Eleusis, Attica, Greece, 38.03, 23.54, 2, False, False, False
Elizabeth, New Jersey, U.S.A., 40.7, -74.01, -5, False, True, True
Norfolk, Virginia, U.S.A., 36.84, -76.29, -5, False, True, True
Ellesmere Port, Cheshire, U.K., 53.29, -2.89, 0, False, False, False
Elnesvågen, Møre og Romsdal, Norway, 62.85, 7.15, 1, False, False, False
Helsingør, Zealand, Denmark, 56.03, 12.62, 1, False, True, False
Emden, Lower Saxony, Germany, 53.33, 7.18, 1, False, True, False
Emmastad, Curaçao, Netherlands Antilles, 12.12, -68.94, -4, False, False, False
Empalme, Sonora, Mexico, 27.91, -110.88, -7, False, False, False
Empire, Louisiana, U.S.A., 29.39, -89.6, -6, False, True, True
Empire, Oregon, U.S.A., 43.38, -124.3, -8, False, True, True
Emu Bay, South Australia, Australia, -41.05, 145.91, 11, True, False, False
English Bay, Ascension Island, Ascension, -7.89, -14.39, 0, False, False, False
Ennore, Tamil Nadu, India, 13.26, 80.34, 5, False, False, False
Ensenada, Buenos Aires, Argentina, -34.85, -57.89, -3, False, False, False
Ensenada, Baja California, Mexico, 31.85, -116.62, -8, False, False, True
Aabenraa, Region of Southern Denmark, Denmark, 55.03, 9.44, 1, False, True, False
Erawan, Loei, Thailand, 9.07, 101.41, 7, False, False, False
Erawan, Kanchanaburi, Thailand, 9.08, 101.23, 7, False, False, False
Ereğli, Zonguldak, Turkey, 41.28, 31.41, 3, False, False, False
Ereğli, Zonguldak, Turkey, 40.97, 27.96, 3, False, False, False
Ereğli, Zonguldak, Turkey, 41.53, 31.9, 3, False, False, False
Erha Terminal, Akwa Ibom, Nigeria, 5.35, 4.33, 0, False, False, False
Erith, England, U.K., 51.47, 0.24, 0, False, True, False
Erith, England, U.K., 51.49, 0.18, 0, False, True, False
Emin, Xinjiang, China, 19.73, 109.2, 8, False, False, False
Es Sider, Al Wahat District, Libya, 30.7, 18.4, 2, False, False, False
Esbjerg, Region of Southern Denmark, Denmark, 55.47, 8.42, 1, False, True, False
Escobar, Buenos Aires, Argentina, -34.24, -58.76, -3, False, False, False
Escravos, Delta State, Nigeria, 5.47, 4.99, 1, False, False, False
Esmeraldas, Esmeraldas, Ecuador, 1.05, -79.72, -5, False, False, False
Espadarte, Rio de Janeiro, Brazil, -22.7, -40.46, -3, False, False, False
Esperance, Western Australia, Australia, -33.87, 121.9, 8, False, False, False
Espirito Santo, Espírito Santo, Brazil, -21.21, -39.74, -3, False, False, False
Espiritu Santo, Sanma, Vanuatu, -15.52, 167.19, 11, False, False, False
New Orleans, Louisiana, U.S.A., 29.96, -90.05, -6, False, True, True
Abidjan, Lagunes, Ivory Coast, 5.07, -4.39, 0, False, False, False
Esquimalt, British Columbia, Canada, 48.44, -123.44, -8, False, True, True
Thurrock, Essex, U.K., 51.51, 0.15, 0, False, True, False
Purfleet, Essex, U.K., 51.47, 0.24, 0, False, True, False
Estancia, Iloilo, Philippines, 10.69, 122.58, 8, False, False, False
Etajima, Hiroshima, Japan, 34.19, 132.49, 9, False, False, False
Port-Gentil, Ogooué-Maritime, Gabon, -3.73, 10.55, 1, False, False, False
Istres, Provence-Alpes-Côte d'Azur, France, 43.34, 5.34, 1, False, False, False
Rotterdam, South Holland, Netherlands, 51.96, 4.04, 1, False, True, False
Rotterdam, South Holland, Netherlands, 51.97, 4.11, 1, False, True, False
Rotterdam, South Holland, Netherlands, 51.97, 4.08, 1, False, True, False
Rotterdam, South Holland, Netherlands, 51.97, 4.07, 1, False, True, False
Rotterdam, South Holland, Netherlands, 51.94, 4.05, 1, False, True, False
Rotterdam, South Holland, Netherlands, 51.95, 4.09, 1, False, True, False
Europoort, South Holland, Netherlands, 51.96, 4.14, 1, False, True, False
Rotterdam, South Holland, Netherlands, 51.92, 4.21, 1, False, True, False
Everett, Massachusetts, U.S.A., 42.39, -71.06, -5, False, True, True
Everett, Washington, U.S.A., 47.98, -122.23, -8, False, True, True
Everingen, Provincie Utrecht, Netherlands, 51.46, 3.69, 1, False, True, False
Everton, Berbice, Guyana, 6.19, -57.53, -4, False, False, False
Teesport, England, U.K., 54.61, -1.16, 0, False, True, False
Exmouth, England, U.K., 50.62, -3.42, 0, False, True, False
Balikpapan, East Kalimantan, Indonesia, -1.8, 105.14, 7, False, False, False
Baton Rouge, Louisiana, U.S.A., 30.48, -91.2, -6, False, True, True
New Orleans, Louisiana, U.S.A., 29.92, -90.2, -6, False, True, True
Faaborg, Region of Southern Denmark, Denmark, 55.09, 10.24, 1, False, True, False
Faaborg, South Denmark, Denmark, 55.09, 10.24, 1, False, True, False
Faeringehavn, Kujalleq, Greenland, 63.68, -51.51, -2, False, False, False
Fagerstrand, Viken, Norway, 59.73, 10.58, 1, False, True, False
Fair Isle, Scotland, U.K., 59.65, -1.47, 0, False, True, False
Fair Isle, Scotland, U.K., 59.45, -2.0, 0, False, True, False
Fairless Hills, Pennsylvania, U.S.A., 40.13, -74.82, -5, False, True, True
Halifax, Nova Scotia, Canada, 44.64, -63.54, -4, False, True, True
Falconara, Marche, Italy, 43.65, 13.4, 1, False, False, False
Falconara Marittima, Marche, Italy, 43.74, 13.55, 1, False, False, False
Falkenberg, Halland, Sweden, 56.9, 12.49, 1, False, True, False
Fall River, Massachusetts, U.S.A., 41.65, -71.21, -5, False, True, True
Falmouth, England, U.K., 50.16, -5.05, 0, False, True, False
Famagusta, Famagusta District, Cyprus, 35.13, 33.94, 2, False, False, False
Fangcheng, Guangxi, China, 21.61, 108.33, 8, False, False, False
Fangchenggang, Guangxi, China, 21.6, 108.38, 8, False, False, False
Farwah Island, Libya, Libya, 33.85, 12.03, 1, False, False, False
Faslane, Argyll and Bute, U.K., 56.06, -4.82, 0, False, True, False
Fastnet, Ireland, Ireland, 51.27, -9.57, 0, True, False, False
Fastnet, County Cork, Ireland, 51.36, -9.45, 0, True, False, False
Fateh Terminal, Dubai., U.A.E., 25.6, 54.52, 4, False, False, False
Karachi, Sindh, Pakistan, 24.78, 67.29, 5, False, False, False
Faustina, Louisiana, U.S.A., 30.11, -90.96, -6, False, True, True
Fawley, England, U.K., 50.84, -1.33, 0, False, True, False
Macapá, Amapá, Brazil, -0.06, -51.1, -3, False, False, False
Felixstowe, Suffolk, U.K., 51.96, 1.3, 0, False, True, False
Fengcheng, Jiangxi, China, 30.77, 121.45, 8, False, False, False
Fengjing, Shanghai, China, 30.69, 121.29, 8, False, False, False
Fengxian, Shanghai, China, 30.77, 121.45, 8, False, False, False
Feodosia, Crimea, Ukraine, 45.08, 35.49, 3, False, False, False
Malabo, Bioko Island, Equatorial Guinea, 3.79, 8.73, 1, False, False, False
Ferndale, Michigan, U.S.A., 48.83, -122.72, -8, False, True, True
Ferryland, Newfoundland and Labrador, Canada, 47.02, -52.87, -3, False, True, True
Fingringhoe, England, U.K., 51.85, 0.97, 0, False, True, False
A Coruña, Galicia, Spain, 42.88, -9.95, -1, False, False, False
Finisterre, Galicia, Spain, 42.88, -10.2, -1, False, False, False
Finnart, Scotland, U.K., 56.1, -4.84, 0, False, True, False
Finucane Island, Western Australia, Australia, -20.32, 118.58, 8, False, False, False
Florence, Tuscany, Italy, 40.91, 18.34, 1, False, False, False
Mississippi City, Mississippi, U.S.A., 30.11, -90.96, -6, False, True, True
Fisher Island, Florida, U.S.A., 25.77, -80.14, -5, False, True, True
Fisherman Islands, Queensland, Australia, -27.38, 153.17, 10, False, False, False
Fiumicino, Lazio, Italy, 41.75, 12.16, 1, False, False, False
Flensburg, Schleswig-Holstein, Germany, 54.8, 9.44, 1, False, True, False
Florida Strait, Florida, U.S.A., 27.5, -79.5, -5, False, True, True
Florø, Vestland, Norway, 61.6, 5.03, 1, False, True, False
Flotta, Scotland, U.K., 58.85, -3.12, 0, False, True, False
Fluminense, Rio de Janeiro, Brazil, -22.64, -40.42, -3, False, False, False
Vlissingen, Zeeland, Netherlands, 51.44, 3.6, 1, False, True, False
Flying Fish Cove, Christmas Island, Christmas Island, -10.43, 105.67, 7, False, False, False
Foça, İzmir, Turkey, 38.78, 26.92, 3, False, False, False
Fuzhou, Fujian, China, 25.98, 119.44, 8, False, False, False
Forcados, Delta State, Nigeria, 5.17, 5.11, 0, False, False, False
Dagenham, England, U.K., 51.51, 0.15, 0, False, True, False
Foron Bay, Greece, Greece, 37.94, 23.63, 2, False, False, False
Fort-de-France, Martinique, Martinique, 14.6, -61.07, -4, False, False, False
Fort-de-France, Martinique, Martinique, 14.59, -61.05, -4, False, False, False
Fort Lauderdale, Florida, U.S.A., 26.09, -80.12, -5, False, True, True
Fort William, Scotland, U.K., 56.82, -5.12, 0, False, True, False
Fortaleza, Ceará, Brazil, -3.67, -38.49, -3, False, False, False
Fos, Occitanie, France, 43.41, 4.88, 1, False, False, False
Fos-sur-Mer, Provence-Alpes-Côte d'Azur, France, 43.41, 4.9, 1, False, False, False
Fos-sur-Mer, Provence-Alpes-Côte d'Azur, France, 43.43, 4.87, 1, False, False, False
Fos-sur-Mer, Provence-Alpes-Côte d'Azur, France, 43.42, 4.83, 1, False, False, False
Fos-sur-Mer, Provence-Alpes-Côte d'Azur, France, 43.4, 4.85, 1, False, False, False
Fos-sur-Mer, Provence-Alpes-Côte d'Azur, France, 43.43, 4.89, 1, False, False, False
Fos-sur-Mer, Bouches-du-Rhône, France, 43.45, 4.86, 1, False, False, False
Fos-sur-Mer, Bouches-du-Rhône, France, 43.41, 4.9, 1, False, False, False
Four Vanguard, Western Australia, Australia, -20.91, 114.9, 8, False, False, False
Fowey, Cornwall, U.K., 50.33, -4.63, 0, False, True, False
Foynes, Ireland, Ireland, 52.61, -9.11, 0, True, False, False
