Country, GDP (1960 M USD), GDP (1961 M USD), GDP (1962 M USD), GDP (1963 M USD), GDP (1964 M USD), GDP (1965 M USD), GDP (1966 M USD), GDP (1967 M USD), GDP (1968 M USD), GDP (1969 M USD), GDP (1970 M USD), GDP (1971 M USD), GDP (1972 M USD), GDP (1973 M USD), GDP (1974 M USD), GDP (1975 M USD), GDP (1976 M USD), GDP (1977 M USD), GDP (1978 M USD), GDP (1979 M USD), GDP (1980 M USD), GDP (1981 M USD), GDP (1982 M USD), GDP (1983 M USD), GDP (1984 M USD), GDP (1985 M USD), GDP (1986 M USD), GDP (1987 M USD), GDP (1988 M USD), GDP (1989 M USD), GDP (1990 M USD), GDP (1991 M USD), GDP (1992 M USD), GDP (1993 M USD), GDP (1994 M USD), GDP (1995 M USD), GDP (1996 M USD), GDP (1997 M USD), GDP (1998 M USD), GDP (1999 M USD), GDP (2000 M USD), GDP (2001 M USD), GDP (2002 M USD), GDP (2003 M USD), GDP (2004 M USD), GDP (2005 M USD), GDP (2006 M USD), GDP (2007 M USD), GDP (2008 M USD), GDP (2009 M USD), GDP (2010 M USD), GDP (2011 M USD), GDP (2012 M USD), GDP (2013 M USD), GDP (2014 M USD), GDP (2015 M USD), GDP (2016 M USD), GDP (2017 M USD), GDP (2018 M USD), GDP (2019 M USD), GDP (2020 M USD), GDP (2021 M USD), GDP (2022 M USD), GDP (2023 M USD), GDP (2024 M USD), GDP (2025 M USD), Notes, 
Portugal, 3339, 3574, 3836, 4084, 4429, 4902, 5370, 6003, 6645, 7288, 8108, 9204, 11236, 15093, 17507, 19354, 20335, 21437, 23492, 26620, 32895, 31978, 30527, 27241, 25218, 27115, 38744, 48182, 56344, 60594, 78718, 89237, 107597, 95014, 99692, 118120, 122636, 117023, 123952, 127470, 118605, 121604, 134796, 165226, 189382, 197254, 208756, 240496, 263416, 244668, 238444, 245427, 216537, 226677, 230079, 199039, 206305, 220863, 242093, 240116, 229619, 256056, 256899, 289697, 308683, , , 
