Lirainosaurus, Europe, Cretaceous,
Liubangosaurus, Asia, Cretaceous,
Lonchodectes, Europe, Cretaceous,
Lonchognathosaurus, Asia, Cretaceous,
Loncosaurus, South America, Cretaceous,
Longchengpterus, Asia, Cretaceous,
Lophorhothon, North America, Cretaceous,
Lophostropheus, Europe, Triassic; Jurassic,
Loricatosaurus, Europe, Jurassic,
Losillasaurus, Europe, Jurassic; Cretaceous,
Lourinhanosaurus, Europe, Jurassic,
Lourinhasaurus, Europe, Jurassic,
Luanchuanraptor, Asia, Cretaceous,
Ludodactylus, South America, Cretaceous,
Lufengosaurus, Asia, Jurassic,
Lukousaurus, Asia, Jurassic,
Luoyanggia, Asia, Cretaceous,
Lurdusaurus, Africa, Cretaceous,
Lusitanosaurus, Europe, Jurassic,
Lusotitan, Europe, Jurassic,
Lycorhinus, Africa, Jurassic,
Lythronax, North America, Cretaceous,
Maaradactylus, South America, Cretaceous,
Machairasaurus, Asia, Cretaceous,
Macrogryphosaurus, South America, Cretaceous,
Macroplata, , ,
Macrurosaurus, Europe, Cretaceous,
Magnamanus, Europe, Cretaceous,
Magnapaulia, North America, Cretaceous,
Magnirostris, Asia, Cretaceous,
Magnosaurus, Europe, Jurassic,
Magulodon, North America, Cretaceous,
Magyarosaurus, Europe, Cretaceous,
Mahakala, Asia, Cretaceous,
Maiasaura, North America, Cretaceous,
Majungasaurus, Africa, Cretaceous,
Malarguesaurus, South America, Cretaceous,
Malawisaurus, Africa, Cretaceous,
Maleevus, Asia, Cretaceous,
Mamenchisaurus, Asia, Jurassic,
Mandschurosaurus, Asia, Cretaceous,
Manidens, South America, Jurassic,
Mantellisaurus, Europe, Cretaceous,
Mantellodon, Europe, Cretaceous,
Mapusaurus, South America, Cretaceous,
Maresaurus, , ,
Marisaurus, Asia, Cretaceous,
Marshosaurus, North America, Jurassic,
Martharaptor, North America, Cretaceous,
Masiakasaurus, Africa, Cretaceous,
Massospondylus, Africa, Jurassic,
Matheronodon, Europe, Cretaceous,
Mauisaurus, , ,
Maxakalisaurus, South America, Cretaceous,
Medusaceratops, North America, Cretaceous,
Megacervixosaurus, Asia, Cretaceous,
Megalneusaurus, , ,
Megalosaurus, Europe, Jurassic,
Megapnosaurus, North America; Africa, Jurassic,
Megaraptor, South America, Cretaceous,
Mei, Asia, Cretaceous,
Melanorosaurus, Africa, Triassic,
Mendozasaurus, South America, Cretaceous,
Mercuriceratops, North America, Cretaceous,
Merosaurus, Europe, Jurassic,
Mesadactylus, North America, Jurassic,
Metriacanthosaurus, Europe, Jurassic,
Meyerasaurus, Europe, Jurassic,
Microcephale, North America, Cretaceous,
Microceratus, Asia, Cretaceous,
Microcleidus, , ,
Microcoelus, South America, Cretaceous,
Microhadrosaurus, Asia, Cretaceous,
Micropachycephalosaurus, Asia, Cretaceous,
Microraptor, Asia, Cretaceous,
Microtuban, Africa, Cretaceous,
Microvenator, North America, Cretaceous,
Minmi, Oceania, Cretaceous,
Minotaurasaurus, Asia, Cretaceous,
Miragaia, Europe, Jurassic,
Mirischia, South America, Cretaceous,
Moabosaurus, North America, Cretaceous,
Mochlodon, Europe, Cretaceous,
Moganopterus, Asia, Cretaceous,
Mojoceratops, North America, Cretaceous,
Mongolosaurus, Asia, Cretaceous,
Monkonosaurus, Asia, Jurassic,
Monoclonius, North America, Cretaceous,
Monolophosaurus, Asia, Jurassic,
Mononykus, Asia, Cretaceous,
Montanazhdarcho, North America, Cretaceous,
Montanoceratops, North America, Cretaceous,
Morelladon, Europe, Cretaceous,
Morenosaurus, , ,
Morinosaurus, Europe, Cretaceous,
Moros, North America, Cretaceous,
Morrosaurus, Antarctica, Cretaceous,
Morturneria, Antarctica, Cretaceous,
Mosaiceratops, Asia, Cretaceous,
Mosasaurus, North America; Europe, Cretaceous,
Muraenosaurus, , ,
Mussaurus, South America, Triassic,
Muttaburrasaurus, Oceania, Cretaceous,
Muyelensaurus, South America, Cretaceous,
Muzquizopteryx, North America, Cretaceous,
Mymoorapelta, North America, Jurassic,
Mythunga, Oceania, Cretaceous,
Naashoibitosaurus, North America, Cretaceous,
Nambalia, Asia, Triassic,
Nankangia, Asia, Cretaceous,
Nanningosaurus, Asia, Cretaceous,
Nanosaurus, North America, Jurassic,
Nanotyrannus, North America, Cretaceous,
Nanshiungosaurus, Asia, Cretaceous,
Nanuqsaurus, North America, Cretaceous,
Nanyangosaurus, Asia, Cretaceous,
Narambuenatitan, South America, Cretaceous,
Nasutoceratops, North America, Cretaceous,
Navajodactylus, North America, Cretaceous,
Nebulasaurus, Asia, Jurassic,
Nedcolbertia, North America, Cretaceous,
Nedoceratops, North America, Cretaceous,
Neimongosaurus, Asia, Cretaceous,
Nemegtomaia, Asia, Cretaceous,
Nemegtosaurus, Asia, Cretaceous,
Nemicolopterus, Asia, Cretaceous,
Neosodon, Europe, Jurassic,
Neovenator, Europe, Cretaceous,
Nesodactylus, , Jurassic,
Neuquenraptor, South America, Cretaceous,
Neuquensaurus, South America, Cretaceous,
Newtonsaurus, Europe, Triassic,
Ngexisaurus, Asia, Jurassic,
Nichollsia, , ,
Nichollssaura, , ,
Nigersaurus, Africa, Cretaceous,
Ningchengopterus, Asia, Cretaceous,
Ningyuansaurus, Asia, Cretaceous,
Niobrarasaurus, North America, Cretaceous,
Nipponosaurus, Asia, Cretaceous,
Noasaurus, South America, Cretaceous,
Nodocephalosaurus, North America, Cretaceous,
Nodosaurus, North America, Cretaceous,
Nomingia, Asia, Cretaceous,
Nopcsaspondylus, South America, Cretaceous,
Noripterus, Asia, Cretaceous,
Normanniasaurus, Europe, Cretaceous,
Normannognathus, Europe, Jurassic,
Nothronychus, North America, Cretaceous,
Notoceratops, South America, Cretaceous,
Notocolossus, South America, Cretaceous,
Notohypsilophodon, South America, Cretaceous,
Nqwebasaurus, Africa, Cretaceous,
Nurhachius, Asia, Cretaceous,
Nurosaurus, Asia, Cretaceous,
Nuthetes, Europe, Cretaceous,
Nyasasaurus, Africa, Triassic,
Nyctosaurus, North America; South America, Cretaceous,
Occitanosaurus, , ,
Ohmdenosaurus, Europe, Jurassic,
Ojoceratops, North America, Cretaceous,
Ojoraptorsaurus, North America, Cretaceous,
Olorotitan, Asia, Cretaceous,
Omeisaurus, Asia, Jurassic,
Oohkotokia, North America, Cretaceous,
Opisthocoelicaudia, Asia, Cretaceous,
Oplosaurus, Europe, Cretaceous,
Orcomimus, North America, Cretaceous,
Orkoraptor, South America, Cretaceous,
Ornithocheirus, South America; Europe; Africa; Oceania, Jurassic,
Ornithodesmus, , ,
Ornitholestes, North America, Jurassic,
Ornithomimoides, Asia, Cretaceous,
Ornithomimus, North America, Cretaceous,
Ornithopsis, Europe, Cretaceous,
Ornithostoma, Europe, Cretaceous,
Orodromeus, North America, Cretaceous,
Orthogoniosaurus, Asia, Cretaceous,
Orthomerus, Europe, Cretaceous,
Oryctodromeus, North America, Cretaceous,
Oshanosaurus, Asia, Jurassic,
Osmakasaurus, North America, Cretaceous,
Ostafrikasaurus, Africa, Jurassic,
Othnielia, North America, Jurassic,
Othnielosaurus, North America, Jurassic,
Otogosaurus, Asia, Cretaceous,
Ouranosaurus, Africa, Cretaceous,
Overosaurus, South America, Cretaceous,
Oviraptor, Asia, Cretaceous,
Owenodon, Europe, Cretaceous,
Oxalaia, South America, Cretaceous,
Ozraptor, Oceania, Jurassic,
Pachycephalosaurus, North America, Cretaceous,
Pachyrhinosaurus, North America, Cretaceous,
Pachysuchus, Asia, Jurassic,
Pakisaurus, Asia, Cretaceous,
Palaeopteryx, North America, Jurassic,
Palaeoscincus, North America, Cretaceous,
Paludititan, Europe, Cretaceous,
Paluxysaurus, North America, Cretaceous,
Pampadromaeus, South America, Triassic,
Pamparaptor, South America, Cretaceous,
Panamericansaurus, South America, Cretaceous,
Panoplosaurus, North America, Cretaceous,
Panphagia, South America, Triassic,
Pantydraco, Europe, Triassic,
Paralititan, Africa, Cretaceous,
Paranthodon, Africa, Cretaceous,
Parapsicephalus, Europe, Jurassic,
Pararhabdodon, Europe, Cretaceous,
Parasaurolophus, North America, Cretaceous,
Parksosaurus, North America, Cretaceous,
Paronychodon, North America, Cretaceous,
Parvicursor, Asia, Cretaceous,
Patagonykus, South America, Cretaceous,
Patagosaurus, South America, Jurassic,
Pawpawsaurus, North America, Cretaceous,
Pectinodon, North America, Cretaceous,
Pedopenna, Asia, Jurassic,
Pegomastax, Africa, Jurassic,
Peishansaurus, Asia, Cretaceous,
Pelecanimimus, Europe, Cretaceous,
Pellegrinisaurus, South America, Cretaceous,
Peloneustes, , ,
Peloroplites, North America, Cretaceous,
Pelorosaurus, Europe, Cretaceous,
Penelopognathus, Asia, Cretaceous,
Pentaceratops, North America, Cretaceous,
Peteinosaurus, Europe, Triassic,
Petrobrasaurus, South America, Cretaceous,
Phaedrolosaurus, Asia, Cretaceous,
Philovenator, Asia, Cretaceous,
Phobetor, , ,
Phosphatodraco, Africa, Cretaceous,
Phuwiangosaurus, Asia, Cretaceous,
Phyllodon, Europe, Jurassic,
Piatnitzkysaurus, South America, Jurassic,
Picrocleidus, , ,
Pinacosaurus, Asia, Cretaceous,
Pisanosaurus, South America, Triassic,
Pitekunsaurus, South America, Cretaceous,
Piveteausaurus, Europe, Jurassic,
Planicoxa, North America, Cretaceous,
Plataleorhynchus, Europe, Jurassic; Cretaceous,
Plateosauravus, Africa, Triassic,
Plateosaurus, Europe, Triassic,
Platyceratops, Asia, Cretaceous,
Plesiohadros, Asia, Cretaceous,
Plesiopleurodon, , ,
Plesiopterys, , ,
Plesiosaurus, , ,
Pleurocoelus, North America, Cretaceous,
Pliosaurus, , ,
Pneumatoraptor, Europe, Cretaceous,
Podokesaurus, North America, Jurassic,
Poekilopleuron, Europe, Jurassic,
Polacanthus, Europe, Cretaceous,
Polycotylus, , ,
Polyonax, North America, Cretaceous,
Polyptychodon, , ,
Pradhania, Asia, Jurassic,
Prejanopterus, Europe, Cretaceous,
Prenocephale, Asia, Cretaceous,
Prenoceratops, North America, Cretaceous,
Preondactylus, Europe, Triassic,
Priconodon, North America, Cretaceous,
Priodontognathus, Europe, Jurassic,
Proa, Europe, Cretaceous,
Probactrosaurus, Asia, Cretaceous,
Proceratosaurus, Europe, Jurassic,
Procompsognathus, Europe, Triassic,
Prodeinodon, Asia, Cretaceous,
Propanoplosaurus, North America, Cretaceous,
Proplanicoxa, Europe, Cretaceous,
Prosaurolophus, North America, Cretaceous,
Protarchaeopteryx, Asia, Cretaceous,
Protoavis, North America, Cretaceous,
Protoceratops, Asia, Cretaceous,
Protognathosaurus, Asia, Jurassic,
Protohadros, North America, Cretaceous,
Psittacosaurus, Asia, Cretaceous,
Ptenodracon, , ,
Pteranodon, North America, Cretaceous,
Pterodactyl, Europe; Africa, Jurassic,
Pterodactylus, Europe; Africa, Jurassic,
Pterodaustro, South America, Cretaceous,
Pterofiltrus, Asia, Cretaceous,
Pteromimus, , ,
Pteropelyx, North America, Cretaceous,
Pterorhynchus, Asia, Jurassic,
Pterospondylus, Europe, Triassic,
Puertasaurus, South America, Cretaceous,
Pukyongosaurus, Asia, Cretaceous,
Pycnonemosaurus, South America, Cretaceous,
Pyroraptor, Europe, Cretaceous,
Qantassaurus, Oceania, Cretaceous,
Qianzhousaurus, Asia, Cretaceous,
Qiaowanlong, Asia, Cretaceous,
Qinglongopterus, Asia, Jurassic,
Qingxiusaurus, Asia, Cretaceous,
Qinlingosaurus, Asia, Cretaceous,
Qiupalong, Asia, Cretaceous,
Quaesitosaurus, Asia, Cretaceous,
Quetecsaurus, South America, Cretaceous,
Quetzalcoatlus, North America, Cretaceous,
Quilmesaurus, South America, Cretaceous,
Rachitrema, Europe, Triassic,
Raeticodactylus, , ,
Rahiolisaurus, Asia, Cretaceous,
Rahonavis, Africa, Cretaceous,
Rajasaurus, Asia, Cretaceous,
Rapator, Oceania, Cretaceous,
Rapetosaurus, Africa, Cretaceous,
Raptorex, Asia, Cretaceous,
Ratchasimasaurus, Asia, Cretaceous,
Rayososaurus, South America, Cretaceous,
Rebbachisaurus, Africa, Cretaceous,
Regnosaurus, Europe, Cretaceous,
Rhabdodon, Europe, Cretaceous,
Rhamphinion, North America, Jurassic,
Rhamphorhynchus, Europe; Africa, Jurassic,
Rhoetosaurus, Oceania, Jurassic,
Rhomaleosaurus, , ,
Richardoestesia, North America, Cretaceous,
Rinchenia, Asia, Cretaceous,
Rinconsaurus, South America, Cretaceous,
Riojasaurus, South America, Triassic,
Rocasaurus, South America, Cretaceous,
Rubeosaurus, North America, Cretaceous,
Ruehleia, Europe, Triassic,
Rugops, Africa, Cretaceous,
Rukwatitan, Africa, Cretaceous,
Rutellum, Europe, Jurassic,
Ruyangosaurus, Asia, Cretaceous,
Sahaliyania, Asia, Cretaceous,
Saichania, Asia, Cretaceous,
Saltasaurus, South America, Cretaceous,
Saltriosaurus, Europe, Jurassic,
Saltriovenator, Europe, Jurassic,
Sanchusaurus, Asia, Cretaceous,
Sangonghesaurus, Asia, Jurassic; Cretaceous,
Sanjuansaurus, South America, Triassic,
Sanpasaurus, Asia, Jurassic,
Santanadactylus, South America, Cretaceous,
Santanaraptor, South America, Cretaceous,
Sarahsaurus, North America, Jurassic,
Sarcolestes, Europe, Jurassic,
Sarcosaurus, Europe, Jurassic,
Sarmientosaurus, South America, Cretaceous,
Saturnalia, South America, Triassic,
Saurolophus, North America; Asia, Cretaceous,
Sauroniops, Africa, Cretaceous,
Sauropelta, North America, Cretaceous,
Saurophaganax, North America, Jurassic,
Sauroplites, Asia, Cretaceous,
Sauroposeidon, North America, Cretaceous,
Saurornithoides, Asia, Cretaceous,
Saurornitholestes, North America, Cretaceous,
Savannasaurus, Oceania, Cretaceous,
Scansoriopteryx, Asia, Jurassic; Cretaceous,
Scaphognathus, Europe, Jurassic,
Scelidosaurus, North America; Europe, Jurassic,
Scipionyx, Europe, Cretaceous,
Sciurumimus, Europe, Jurassic,
Scolosaurus, North America, Cretaceous,
Scutellosaurus, North America, Jurassic,
Secernosaurus, South America, Cretaceous,
Seeleyosaurus, , ,
Segisaurus, North America, Jurassic,
Segnosaurus, Asia, Cretaceous,
Seitaad, North America, Jurassic,
Sellacoxa, Europe, Cretaceous,
Sellosaurus, Europe, Triassic,
Serendipaceratops, Oceania, Cretaceous,
Sericipterus, Asia, Jurassic,
Shamosaurus, Asia, Cretaceous,
Shanag, Asia, Cretaceous,
Shantungosaurus, Asia, Cretaceous,
Shanweiniao, Asia, Cretaceous,
Shanxia, Asia, Cretaceous,
Shanyangosaurus, Asia, Cretaceous,
Shaochilong, Asia, Cretaceous,
Shenzhoupterus, Asia, Cretaceous,
Shenzhousaurus, Asia, Cretaceous,
Shidaisaurus, Asia, Jurassic,
Shixinggia, Asia, Cretaceous,
Shuangmiaosaurus, Asia, Cretaceous,
Shunosaurus, Asia, Jurassic,
Shuvuuia, Asia, Cretaceous,
Siamodon, Asia, Cretaceous,
Siamosaurus, Asia, Cretaceous,
Siamotyrannus, Asia, Cretaceous,
Siats, North America, Cretaceous,
Sigilmassasaurus, Africa, Cretaceous,
Siluosaurus, Asia, Cretaceous,
Silvisaurus, North America, Cretaceous,
Similicaudipteryx, Asia, Cretaceous,
Simolestes, , ,
Sinocalliopteryx, Asia, Cretaceous,
Sinoceratops, Asia, Cretaceous,
Sinocoelurus, Asia, Jurassic,
Sinopliosaurus, , Cretaceous,
Sinopterus, Asia, Cretaceous,
Sinornithoides, Asia, Cretaceous,
Sinornithomimus, Asia, Cretaceous,
Sinornithosaurus, Asia, Cretaceous,
Sinosauropteryx, Asia, Cretaceous,
Sinosaurus, Asia, Triassic; Jurassic,
Sinotyrannus, Asia, Cretaceous,
Sinovenator, Asia, Cretaceous,
Sinraptor, Asia, Jurassic,
Sinusonasus, Asia, Cretaceous,
Siroccopteryx, , ,
Skorpiovenator, South America, Cretaceous,
Sonidosaurus, Asia, Cretaceous,
Sonorasaurus, North America, Cretaceous,
Sordes, Asia, Jurassic,
Soriatitan, Europe, Cretaceous,
Sphaerotholus, North America, Cretaceous,
Spinophorosaurus, Africa, Jurassic,
Spinops, North America, Cretaceous,
Spinosaurus, Africa, Cretaceous,
Spinostropheus, Africa, Cretaceous,
Spondylosoma, South America, Triassic,
Staurikosaurus, South America, Triassic,
Stegoceras, North America, Cretaceous,
Stegopelta, North America, Cretaceous,
Stegosaurides, Asia, Cretaceous,
Stegosaurus, North America; Europe, Jurassic,
Stenonychosaurus, North America, Cretaceous,
Stenopelix, Europe, Cretaceous,
Stephanosaurus, North America, Cretaceous,
Stokesosaurus, North America, Jurassic,
Stratesaurus, Europe, Jurassic,
Streptospondylus, Europe, Jurassic,
Stretosaurus, , ,
Struthiomimus, North America, Cretaceous,
Struthiosaurus, Europe, Cretaceous,
Stygimoloch, North America, Cretaceous,
Styracosaurus, North America, Cretaceous,
Styxosaurus, , Cretaceous,
Suchomimus, Africa, Cretaceous,
Suchosaurus, Europe, Cretaceous,
Sugiyamasaurus, Asia, Cretaceous,
Sulaimanisaurus, Asia, Cretaceous,
Supersaurus, North America, Jurassic,
Suskityrannus, North America, Cretaceous,
Suuwassea, North America, Jurassic,
Suzhousaurus, Asia, Cretaceous,
Szechuanosaurus, Asia, Jurassic,
Talarurus, Asia, Cretaceous,
Talenkauen, South America, Cretaceous,
Talos, North America, Cretaceous,
Tambatitanis, Asia, Cretaceous,
Tangvayosaurus, Asia, Cretaceous,
Tanius, Asia, Cretaceous,
Tanycolagreus, North America, Jurassic,
Tanystrosuchus, Europe, Triassic,
Taohelong, Asia, Cretaceous,
Tapejara, South America, Cretaceous,
Tapuiasaurus, South America, Cretaceous,
Tarascosaurus, Europe, Cretaceous,
Tarbosaurus, Asia, Cretaceous,
Tarchia, Asia, Cretaceous,
Tastavinsaurus, Europe, Cretaceous,
Tatankacephalus, North America, Cretaceous,
Tatankaceratops, North America, Cretaceous,
Tataouinea, Africa, Cretaceous,
Tatenectes, , ,
Tatisaurus, Asia, Jurassic,
Taurovenator, South America, Cretaceous,
Taveirosaurus, Europe, Cretaceous,
Tawa, North America, Triassic,
Tazoudasaurus, Africa, Jurassic,
Tehuelchesaurus, South America, Jurassic,
Teinurosaurus, Europe, Jurassic,
Telmatosaurus, Europe, Cretaceous,
Tendaguria, Africa, Jurassic,
Tenontosaurus, North America, Cretaceous,
Teratophoneus, North America, Cretaceous,
Terminonatator, , Cretaceous,
Tethyshadros, Europe, Cretaceous,
Texacephale, North America, Cretaceous,
Texasetes, North America, Cretaceous,
Teyuwasu, South America, Triassic,
Thalassiodracon, , Triassic,
Thalassodromeus, South America, Cretaceous,
Thalassomedon, , Cretaceous,
Thanos, South America, Cretaceous,
Thaumatosaurus, , ,
Thecocoelurus, Europe, Cretaceous,
Thecodontosaurus, Europe, Triassic,
Thecospondylus, Europe, Cretaceous,
Theiophytalia, North America, Cretaceous,
Therizinosaurus, Asia, Cretaceous,
Thescelosaurus, North America, Cretaceous,
Thespesius, North America, Cretaceous,
Thililua, , Cretaceous,
Thotobolosaurus, Africa, Triassic,
Tianchisaurus, Asia, Jurassic,
Tianyulong, Asia, Cretaceous,
Tianyuraptor, Asia, Cretaceous,
Tianzhenosaurus, Asia, Cretaceous,
Tichosteus, North America, Jurassic,
Tienshanosaurus, Asia, Jurassic,
Timimus, Oceania, Cretaceous,
Titanoceratops, North America, Cretaceous,
Titanosaurus, Asia, Cretaceous,
Tochisaurus, Asia, Cretaceous,
Tonganosaurus, Asia, Jurassic,
Tonouchisaurus, Asia, Cretaceous,
Tornieria, Africa, Jurassic,
Torosaurus, North America, Cretaceous,
Torvosaurus, North America; Europe, Jurassic,
Trachodon, North America, Cretaceous,
Traukutitan, South America, Cretaceous,
Triceratops, North America, Cretaceous,
Trigonosaurus, South America, Cretaceous,
Trimucrodon, Europe, Jurassic,
Trinacromerum, , Cretaceous,
Trinisaura, Antarctica, Cretaceous,
Troodon, North America; Asia, Cretaceous,
Tropeognathus, , ,
Tsaagan, Asia, Cretaceous,
Tsagantegia, Asia, Cretaceous,
Tsintaosaurus, Asia, Cretaceous,
Tuarangisaurus, , Cretaceous,
Tugulusaurus, Asia, Cretaceous,
Tuojiangosaurus, Asia, Jurassic,
Tupandactylus, South America, Cretaceous,
Tupuxuara, North America; South America, Cretaceous,
Turanoceratops, Asia, Cretaceous,
Turiasaurus, Europe, Jurassic; Cretaceous,
Tylocephale, Asia, Cretaceous,
Tyrannosaurus, North America, Cretaceous,
Tyrannotitan, South America, Cretaceous,
Uberabatitan, South America, Cretaceous,
Udanoceratops, Asia, Cretaceous,
Ultrasaurus, Asia, Cretaceous,
Umoonasaurus, , Cretaceous,
Unaysaurus, South America, Triassic,
Unenlagia, South America, Cretaceous,
Unescoceratops, North America, Cretaceous,
Unquillosaurus, South America, Cretaceous,
Urbacodon, Asia, Cretaceous,
Utahceratops, North America, Cretaceous,
Utahraptor, North America, Cretaceous,
Uteodon, North America, Jurassic,
Vagaceratops, North America, Cretaceous,
Vahiny, Africa, Cretaceous,
Valdoraptor, Europe, Cretaceous,
Valdosaurus, Europe, Cretaceous,
Variraptor, Europe, Cretaceous,
Vectidraco, Europe, Cretaceous,
Vectocleidus, Europe, Cretaceous,
Velafrons, North America, Cretaceous,
Velocipes, Europe, Triassic,
Velociraptor, Asia, Cretaceous,
Velocisaurus, South America, Cretaceous,
Venenosaurus, North America, Cretaceous,
Veterupristisaurus, Africa, Jurassic,
Vinialesaurus, , Jurassic,
Vitakridrinda, Asia, Cretaceous,
Vitakrisaurus, Asia, Cretaceous,
Volgadraco, Asia, Cretaceous,
Volkheimeria, South America, Jurassic,
Vouivria, Europe, Jurassic,
Vulcanodon, Africa, Jurassic,
Wakinosaurus, Asia, Cretaceous,
Walgettosuchus, Oceania, Cretaceous,
Wannanosaurus, Asia, Cretaceous,
Weewarrasaurus, Oceania, Cretaceous,
Wellnhoferia, Europe, Jurassic,
Wenupteryx, South America, Jurassic,
Westphaliasaurus, Europe, Jurassic,
Willinakaqe, South America, Cretaceous,
Wintonotitan, Oceania, Cretaceous,
Woolungasaurus, , Cretaceous,
Wuerhosaurus, Asia, Cretaceous,
Wukongopterus, Asia, Jurassic,
Wulagasaurus, Asia, Cretaceous,
Wulatelong, Asia, Cretaceous,
Xenoceratops, North America, Cretaceous,
Xenoposeidon, Europe, Cretaceous,
Xenotarsosaurus, South America, Cretaceous,
Xianshanosaurus, Asia, Cretaceous,
Xiaosaurus, Asia, Jurassic,
Xiaotingia, Asia, Jurassic,
Xinjiangovenator, Asia, Cretaceous,
Xinjiangtitan, Asia, Jurassic,
Xiongguanlong, Asia, Cretaceous,
Xixianykus, Asia, Cretaceous,
Xixiasaurus, Asia, Cretaceous,
Xixiposaurus, Asia, Jurassic,
Xuanhanosaurus, Asia, Jurassic,
Xuanhuaceratops, Asia, Jurassic,
Xuwulong, Asia, Cretaceous,
Yamaceratops, Asia, Cretaceous,
Yandusaurus, Asia, Jurassic,
Yangchuanosaurus, Asia, Jurassic,
Yaverlandia, Europe, Cretaceous,
Yibinosaurus, Asia, Jurassic,
Yimenosaurus, Asia, Jurassic,
Yingshanosaurus, Asia, Jurassic,
Yinlong, Asia, Jurassic,
Yixianopterus, Asia, Cretaceous,
Yixianosaurus, Asia, Cretaceous,
Yizhousaurus, Asia, Jurassic,
Yongjinglong, Asia, Cretaceous,
Yuanmousaurus, Asia, Jurassic,
Yueosaurus, Asia, Cretaceous,
Yulong, Asia, Cretaceous,
Yunganglong, Asia, Cretaceous,
Yunnanosaurus, Asia, Jurassic,
Yunxianosaurus, Asia, Cretaceous,
Yurgovuchia, North America, Cretaceous,
Yutyrannus, Asia, Cretaceous,
Yuzhoupliosaurus, , Jurassic,
Zalmoxes, Europe, Cretaceous,
Zanabazar, Asia, Cretaceous,
Zapalasaurus, South America, Cretaceous,
Zapsalis, North America, Cretaceous,
Zarafasaura, Africa, Cretaceous,
Zby, Europe, Jurassic,
Zephyrosaurus, North America, Cretaceous,
Zhanghenglong, Asia, Cretaceous,
Zhejiangopterus, Asia, Cretaceous,
Zhejiangosaurus, Asia, Cretaceous,
Zhenyuanopterus, Asia, Cretaceous,
Zhongornis, Asia, Cretaceous,
Zhongyuansaurus, Asia, Cretaceous,
Zhuchengceratops, Asia, Cretaceous,
Zhuchengtyrannus, Asia, Cretaceous,
Ziapelta, North America, Cretaceous,
Zigongosaurus, Asia, Jurassic,
Zizhongosaurus, Asia, Jurassic,
Zuniceratops, North America, Cretaceous,
Zuolong, Asia, Jurassic,
Zupaysaurus, South America, Triassic,
Zuul, North America, Cretaceous,
