AMD Ryzen 5 4600HS; Laptop; FP6; 3.0GHZ; 4.0GHZ; 6; 12; 35W; ; ; 
AMD Ryzen 5 4600U; Laptop; FP6; 2.1GHZ; 4.0GHZ; 6; 12; 15W; 10W; 25W; 
AMD Ryzen 5 5500; Desktop; AM4; 3.6GHZ; 4.2GHZ; 6; 12; 65W; ; ; 
AMD Ryzen 5 5500U; Laptop; FP6; 2.1GHZ; 4.0GHZ; 6; 12; 15W; 10W; 25W; 
AMD Ryzen 5 5600; Desktop; AM4; 3.7GHZ; 4.6GHZ; 6; 12; 65W; ; ; 
AMD Ryzen 5 5600G; Desktop; AM4; 3.9GHZ; 4.4GHZ; 6; 12; 65W; 45W; ; 
AMD Ryzen 5 5600GE; Desktop; AM4; 3.4GHZ; 4.4GHZ; 6; 12; 35W; ; ; 
AMD Ryzen 5 5600H; Laptop; FP6; 3.3GHZ; 4.2GHZ; 6; 12; 45W; 35W; 54W; 
AMD Ryzen 5 5600U; Laptop; FP6; 2.3GHZ; 4.2GHZ; 6; 12; 15W; 10W; 25W; 
AMD Ryzen 5 5600X; Desktop; AM4; 3.7GHZ; 4.6GHZ; 6; 12; 65W; ; ; 
AMD Ryzen 5 5625U; Laptop; FP6; 2.3GHZ; 4.3GHZ; 6; 12; 15W; ; ; 
AMD Ryzen 5 PRO 1500; Desktop; AM4; 3.5GHZ; 3.7GHZ; 4; 8; 65W; ; ; 
AMD Ryzen 5 PRO 1600; Desktop; AM4; 3.2GHZ; 3.6GHZ; 6; 12; 65W; ; ; 
AMD Ryzen 5 PRO 2400G; Desktop; AM4; 3.6GHZ; 3.9GHZ; 4; 8; 65W; 46W; ; 
AMD Ryzen 5 PRO 2400GE; Desktop; AM4; 3.2GHZ; 3.8GHZ; 4; 8; 35W; ; ; 
AMD Ryzen 5 PRO 2500U; Laptop; FP5; 2.0GHZ; 3.6GHZ; 4; 8; 15W; 12W; 25W; 
AMD Ryzen 5 PRO 2600; Desktop; AM4; 3.4GHZ; 3.9GHZ; 6; 12; 65W; ; ; 
AMD Ryzen 5 PRO 3350G; Desktop; ; 3.3GHZ; 3.9GHZ; 4; 4; 35W; ; ; 
AMD Ryzen 5 PRO 3350GE; Desktop; ; 3.3GHZ; 3.9GHZ; 4; 4; 35W; ; ; 
AMD Ryzen 5 PRO 3400G; Desktop; AM4; 3.7GHZ; 4.2GHZ; 4; 8; 65W; 45W; ; 
AMD Ryzen 5 PRO 3400GE; Desktop; AM4; 3.3GHZ; 4.0GHZ; 4; 8; 35W; ; ; 
AMD Ryzen 5 PRO 3500U; Laptop; FP5; 2.1GHZ; 3.7GHZ; 4; 8; 15W; 12W; 35W; 
AMD Ryzen 5 PRO 3600; Desktop; AM4; 3.6GHZ; ; 6; 12; 65W; ; ; 
AMD Ryzen 5 PRO 4400G; Desktop; ; 3.7GHZ; 4.3GHZ; 6; 12; ; ; ; 
AMD Ryzen 5 PRO 4400GE; Laptop; ; 3.3GHZ; 4.2GHZ; 6; 12; 35W; ; ; 
AMD Ryzen 5 PRO 4500U; Laptop; FP6; 2.3GHZ; 4.0GHZ; 6; 12; 15W; 10W; 25W; 
AMD Ryzen 5 PRO 4650G; Desktop; AM4; 3.7GHZ; 4.2GHZ; 6; 12; 65W; 45W; ; 
AMD Ryzen 5 PRO 4650GE; Desktop; AM4; 3.3GHZ; 4.2GHZ; 6; 12; 35W; ; ; 
AMD Ryzen 5 PRO 4650U; Laptop; FP6; 2.1GHZ; 4.0GHZ; 6; 12; 15W; ; ; 
AMD Ryzen 5 PRO 5650G; Desktop; AM4; 3.9GHZ; 4.4GHZ; 6; 12; 65W; ; ; 
AMD Ryzen 5 PRO 5650GE; Desktop; AM4; 3.4GHZ; 4.4GHZ; 6; 12; 35W; ; ; 
AMD Ryzen 5 PRO 5650U; Laptop; FP6; 2.3GHZ; 4.2GHZ; 6; 12; 15W; ; ; 
AMD Ryzen 5 PRO 5675U; Laptop; FP6; 2.3GHZ; 4.3GHZ; 6; 12; 15W; ; ; 
AMD Ryzen 5 PRO 6650U; Laptop; FP7; 2.9GHZ; 4.5GHZ; 6; 12; 28W; 15W; ; 
AMD Ryzen 7 1700; Desktop; AM4; 3.4GHZ; 3.8GHZ; 8; 16; 95W; ; ; 
AMD Ryzen 7 1700X; Desktop; AM4; 3.4GHZ; 3.8GHZ; 8; 16; 95W; ; ; 
AMD Ryzen 7 1800X; Desktop; AM4; 3.6GHZ; 4.0GHZ; 8; 16; 95W; ; ; 
AMD Ryzen 7 2700; Desktop; AM4; 3.7GHZ; 4.3GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 2700E; Desktop; AM4; 2.8GHZ; 4.0GHZ; 8; 16; 45W; ; ; 
AMD Ryzen 7 2700U; Laptop; FP5; 2.2GHZ; 3.8GHZ; 4; 8; 15W; 12W; 25W; 
AMD Ryzen 7 2700X; Desktop; AM4; 3.7GHZ; 4.3GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 2800H; Laptop; FP5; 3.3GHZ; 3.8GHZ; 4; 8; 45W; 35W; 54W; 
AMD Ryzen 7 3700C; Laptop/Mobile/Embedded; FP5; 2.3GHZ; 4.0GHZ; 4; 8; 15W; 12W; 25W; 
AMD Ryzen 7 3700U; Laptop; FP5; 2.3GHZ; 4.0GHZ; 4; 8; 15W; 12W; 35W; 
AMD Ryzen 7 3700X; Desktop; AM4; 3.6GHZ; 4.4GHZ; 8; 16; 65W; ; ; 
AMD Ryzen 7 3750H; Laptop; FP5; 2.3GHZ; 4.0GHZ; 4; 8; 35W; 12W; ; 
AMD Ryzen 7 3780U; Laptop; FP5; 2.3GHZ; 4.0GHZ; 4; 8; 15W; 12W; 35W; 
AMD Ryzen 7 3800X; Desktop; AM4; 3.9GHZ; 4.7GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 3800XT; Desktop; AM4; 3.9GHZ; 4.7GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 4700G; Desktop; AM4; 3.1GHZ; 4.3GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 7 4700GE; Desktop; AM4; 3.1GHZ; 4.3GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 7 4700U; Laptop; FP6; 2.0GHZ; 4.1GHZ; 8; 8; 15W; 10W; 25W; 
AMD Ryzen 7 4800H; Laptop; FP6; 2.9GHZ; 4.2GHZ; 8; 16; 45W; 35W; 54W; 
AMD Ryzen 7 4800HS; Laptop; FP6; 2.9GHZ; 4.2GHZ; 8; 16; 45W; 35W; 54W; 
AMD Ryzen 7 4800U; Laptop; FP6; 1.8GHZ; 4.2GHZ; 8; 16; 15W; 10W; 25W; 
AMD Ryzen 7 4850U Mobile; Laptop; FP6; 1.7GHZ; 4.1GHZ; 8; 16; 15W; ; ; 
AMD Ryzen 7 5700G; Desktop; AM4; 3.8GHZ; 4.6GHZ; 8; 16; 65W; 45W; ; 
AMD Ryzen 7 5700GE; Desktop; AM4; 3.2GHZ; 4.6GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 7 5700U; Laptop; FP6; 1.8GHZ; 4.3GHZ; 8; 16; 15W; 10W; 25W; 
AMD Ryzen 7 5700X; Desktop; AM4; 3.4GHZ; 4.6GHZ; 8; 16; 65W; ; ; 
AMD Ryzen 7 5800; Desktop; AM4; 3.8GHZ; 4.7GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 5800H; Laptop; FP6; 3.2GHZ; 4.4GHZ; 8; 16; 45W; 35W; ; 
AMD Ryzen 7 5800HS; Laptop; ; 3.2GHZ; 4.4GHZ; 8; 16; ; ; ; 
AMD Ryzen 7 5800HS Creator Edition; Laptop; ; 3.2GHZ; 4.4GHZ; 8; 16; ; ; ; 
AMD Ryzen 7 5800U; Laptop; FP6; 1.9GHZ; 4.4GHZ; 8; 16; 15W; 10W; 25W; 
AMD Ryzen 7 5800X; Desktop; AM4; 3.8GHZ; 4.7GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 5800X3D; Desktop; AM4; 3.4GHZ; 4.5GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 5825U; Laptop; AM4; 2.0GHZ; 4.5GHZ; 8; 16; 15W; ; ; 
AMD Ryzen 7 6800H; Laptop; FP7; 3.2GHZ; 4.7GHZ; 8; 16; 45W; ; ; 
AMD Ryzen 7 6800HS; Laptop; FP7; 3.2GHZ; 4.7GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 7 Extreme Edition; Laptop; FP6; 1.8GHZ; 4.2GHZ; 8; 16; ; ; ; 
AMD Ryzen 7 PRO 1700; Desktop; AM4; 3.4GHZ; 3.8GHZ; 8; 16; 95W; ; ; 
AMD Ryzen 7 PRO 1700X; Desktop; AM4; 3.4GHZ; 3.8GHZ; 8; 16; 95W; ; ; 
AMD Ryzen 7 PRO 2700; Desktop; AM4; 3.7GHZ; 4.3GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 PRO 2700U; Laptop; FP5; 2.2GHZ; 3.8GHZ; 4; 8; 15W; 12W; 25W; 
AMD Ryzen 7 PRO 2700X; Desktop; AM4; 3.7GHZ; 4.3GHZ; 8; 16; 105W; ; ; 
AMD Ryzen 7 PRO 3700; Desktop; AM4; 3.6GHZ; 4.4GHZ; 8; 16; 65W; ; ; 
AMD Ryzen 7 PRO 3700U; Laptop; FP5; 2.3GHZ; 4.0GHZ; 4; 8; 15W; 12W; 25W; 
AMD Ryzen 7 PRO 4700G; Desktop; AM4; 3.6GHZ; 4.4GHZ; 8; 16; 65W; 45W; ; 
AMD Ryzen 7 PRO 4750G; Desktop; AM4; 3.6GHZ; 4.4GHZ; 8; 16; 65W; ; ; 
AMD Ryzen 7 PRO 4750GE; Desktop; AM4; 3.1GHZ; 4.3GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 7 PRO 4750U; Laptop; FP6; 1.7GHZ; 4.1GHZ; 8; 16; 15W; 10W; 25W; 
AMD Ryzen 7 PRO 5750G; Desktop; AM4; 3.8GHZ; 4.6GHZ; 8; 16; 65W; ; ; 
AMD Ryzen 7 PRO 5750GE; Desktop; AM4; 3.2GHZ; 4.6GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 7 PRO 5850U; Laptop; FP6; 1.9GHZ; 4.4GHZ; 8; 16; 15W; ; ; 
AMD Ryzen 7 PRO 5875U; Laptop; FP6; 2.0GHZ; 4.5GHZ; 8; 16; 15W; ; ; 
AMD Ryzen 7 PRO 6850U; Laptop; FP7; 2.7GHZ; 4.7GHZ; 8; 16; 28W; 15W; ; 
AMD Ryzen 9 3900; Desktop; AM4; 3.8GHZ; 4.7GHZ; 12; 24; 105W; ; ; 
AMD Ryzen 9 3900X; Desktop; AM4; 3.8GHZ; 4.7GHZ; 12; 24; 105W; ; ; 
AMD Ryzen 9 3900XT; Desktop; AM4; 3.8GHZ; 4.7GHZ; 12; 24; 105W; ; ; 
AMD Ryzen 9 3950X; Desktop; AM4; 3.5GHZ; 4.7GHZ; 16; 32; 105W; ; ; 
AMD Ryzen 9 4900H; Laptop; FP6; 3.0GHZ; 4.3GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 9 4900HS; Laptop; FP6; 3.0GHZ; 4.3GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 9 5900; Desktop; AM4; 3.7GHZ; 4.8GHZ; 12; 24; 105W; ; ; 
AMD Ryzen 9 5900H; Laptop; FP6; 3.3GHZ; 4.6GHZ; 8; 16; 45W; 35W; ; 
AMD Ryzen 9 5900HS; Laptop; FP6; 3.0GHZ; 4.6GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 9 5900HX; Laptop; FP6; 3.3GHZ; 4.6GHZ; 8; 16; 45W; 35W; ; 
AMD Ryzen 9 5900X; Desktop; AM4; 3.7GHZ; 4.8GHZ; 12; 24; 105W; ; ; 
AMD Ryzen 9 5950X; Desktop; AM4; 3.4GHZ; 4.9GHZ; 16; 32; 105W; ; ; 
AMD Ryzen 9 5980HS; Laptop; FP6; 3.0GHZ; 4.8GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 9 5980HX; Laptop; FP6; 3.3GHZ; 4.8GHZ; 8; 16; 45W; 35W; 54W; 
AMD Ryzen 9 6900HS; Laptop; FP7; 3.2GHZ; 4.7GHZ; 8; 16; 35W; ; ; 
AMD Ryzen 9 PRO 3900; Desktop; AM4; 3.1GHZ; 4.3GHZ; 12; 24; 65W; ; ; 
AMD Ryzen Embedded R1305G; Laptop/Mobile/Embedded; FP5; 1.5GHZ; 2.8GHZ; 2; 4; 8W; ; 10W; 
AMD Ryzen Embedded R1505G; Laptop/Mobile/Embedded; FP5; 2.4GHZ; 3.3GHZ; 2; 4; 15W; 12W; 25W; 
AMD Ryzen Embedded R1606G; Desktop,Mobile/Embedded; FP5; 2.6GHZ; 3.5GHZ; 2; 4; 15W; ; ; 
AMD Ryzen Embedded R2314; Mobile/Embedded; ; 2.1GHZ; ; 4; 4; ; ; ; 
AMD Ryzen Embedded V1202B; Laptop/Mobile/Embedded; FP5; 2.3GHZ; 3.2GHZ; 2; 4; 15W; ; ; 
AMD Ryzen Embedded V1404I; Desktop,Mobile/Embedded; ; 2.0GHZ; 3.6GHZ; 4; 8; 15W; 12W; 25W; 
AMD Ryzen Embedded V1500B; Mobile/Embedded; ; 2.2GHZ; ; 4; 8; ; ; ; 
AMD Ryzen Embedded V1500B Quad-core @ 2.20GHz; Mobile/Embedded; ; 2.2GHZ; ; 4; 8; ; ; ; 
AMD Ryzen Embedded V1605B; Laptop/Mobile/Embedded; FP5; 2.0GHZ; 3.2GHZ; 4; 8; 15W; 12W; 25W; 
AMD Ryzen Embedded V1756B; Desktop,Mobile/Embedded; FP5; 3.3GHZ; 3.6GHZ; 4; 8; 45W; 35W; 54W; 
AMD Ryzen Embedded V1807B; Laptop/Mobile/Embedded; FP5; 3.4GHZ; 3.8GHZ; 4; 8; 45W; 35W; 54W; 
AMD Ryzen Embedded V2718; Mobile/Embedded; FP6; 1.7GHZ; 4.2GHZ; 8; 16; 15W; 10W; 25W; 
AMD Ryzen Embedded V2748; Mobile/Embedded; FP6; 2.9GHZ; 4.3GHZ; 8; 16; 54W; 35W; ; 
AMD Ryzen Threadripper 1900X; Desktop; sTR4; 3.8GHZ; 4.0GHZ; 8; 16; 180W; ; ; 
AMD Ryzen Threadripper 1920; Desktop; sTR4; 3.5GHZ; 4.0GHZ; 12; 24; 180W; ; ; 
AMD Ryzen Threadripper 1920X; Desktop; sTR4; 3.5GHZ; 4.0GHZ; 12; 24; 180W; ; ; 
AMD Ryzen Threadripper 1950X; Desktop; sTR4; 3.4GHZ; 4.0GHZ; 16; 32; 180W; ; ; 
AMD Ryzen Threadripper 2920X; Desktop; sTR4; 3.5GHZ; 4.3GHZ; 12; 24; 180W; ; ; 
AMD Ryzen Threadripper 2950X; Desktop; sTR4; 3.5GHZ; 4.4GHZ; 16; 32; 180W; ; ; 
AMD Ryzen Threadripper 2970WX; Desktop; sTR4; 3.0GHZ; 4.2GHZ; 24; 48; 250W; ; ; 
AMD Ryzen Threadripper 2990WX; Desktop; sTR4; 3.0GHZ; 4.2GHZ; 32; 64; 250W; ; ; 
AMD Ryzen Threadripper 2990X; Desktop; TR4; 3.4GHZ; 4.2GHZ; 32; 64; 250W; ; ; 
AMD Ryzen Threadripper 3960X; Desktop; sTRX4; 3.8GHZ; 4.5GHZ; 24; 48; 280W; ; ; 
AMD Ryzen Threadripper 3970X; Desktop; sTRX4; 3.7GHZ; 4.5GHZ; 32; 64; 280W; ; ; 
AMD Ryzen Threadripper 3990X; Desktop; sTRX4; 2.9GHZ; 4.3GHZ; 64; 128; 280W; ; ; 
AMD Ryzen Threadripper PRO 3945WX; Desktop; sWRX8; 4.0GHZ; 4.3GHZ; 12; 24; 280W; ; ; 
AMD Ryzen Threadripper PRO 3955WX; Desktop; sWRX8; 3.9GHZ; 4.3GHZ; 16; 32; 280W; ; ; 
AMD Ryzen Threadripper PRO 3975WX; Desktop; sWRX8; 3.5GHZ; 4.2GHZ; 32; 64; 280W; ; ; 
AMD Ryzen Threadripper PRO 3995WX; Desktop; sWRX8; 2.7GHZ; 4.2GHZ; 64; 128; 280W; ; ; 
AMD Ryzen Threadripper PRO 5945WX; Desktop; sWRX8; 4.1GHZ; 4.5GHZ; 12; 24; 280W; ; ; 
AMD Ryzen Threadripper PRO 5955WX; Desktop; sWRX8; 4.0GHZ; 4.5GHZ; 16; 32; 280W; ; ; 
AMD Ryzen Threadripper PRO 5965WX; Desktop; sWRX8; 3.8GHZ; 4.5GHZ; 24; 48; 280W; ; ; 
AMD Ryzen Threadripper PRO 5975WX; Desktop; sWRX8; 3.6GHZ; 4.5GHZ; 32; 64; 280W; ; ; 
AMD Ryzen Threadripper PRO 5995WX; Desktop; sWRX8; 2.7GHZ; 4.5GHZ; 64; 128; 280W; ; ; 
AMD Sempron 130; ; AM2+/AM3; 2.6GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron 140; Desktop; AM3; 2.7GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron 145; Desktop; AM3; 2.8GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron 150; Desktop; AM3; 2.9GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron 210U; ; ; 1.5GHZ; ; 1; 1; 15W; ; ; 
AMD Sempron 240; Desktop; FM2; 2.9GHZ; 3.3GHZ; 2; 2; 65W; ; ; 
AMD Sempron 2200+; Desktop; SocketA; 1.5GHZ; ; 1; 1; ; ; ; 
AMD Sempron 2300+; Desktop; SocketA; 1.6GHZ; ; 1; 1; ; ; ; 
AMD Sempron 2400+; Desktop; SocketA; 1.7GHZ; ; 1; 1; ; ; ; 
AMD Sempron 2500+; Desktop; SocketA; 1.8GHZ; ; 1; 1; ; ; ; 
AMD Sempron 2600+; Laptop; ; 1.6GHZ; ; 1; 1; ; ; ; 
AMD Sempron 2650 APU; Desktop; AM1,FSB1; 1.5GHZ; ; 2; 2; 25W; ; ; 
AMD Sempron 2800+; Desktop; AM2; 2.0GHZ; ; 1; 1; 62W; ; ; 
AMD Sempron 3000+; Laptop; ; 1.8GHZ; ; 1; 1; ; ; ; 
AMD Sempron 3100+; Desktop; 754; 1.8GHZ; ; 1; 1; 62W; ; ; 
AMD Sempron 3200+; Desktop; AM2; 1.8GHZ; ; 1; 1; 62W; ; ; 
AMD Sempron 3300+; Desktop; 754; 2.2GHZ; ; 1; 1; 62W; ; ; 
AMD Sempron 3400+; Laptop; SocketS1(S1g1); 2.0GHZ; ; 1; 1; 25W; ; ; 
AMD Sempron 3500+; Laptop; ; 1.8GHZ; ; 1; 1; ; ; ; 
AMD Sempron 3600+; Desktop; AM2; 2.0GHZ; ; 1; 1; 62W; ; ; 
AMD Sempron 3800+; Desktop; AM2; 2.2GHZ; ; 1; 1; 62W; ; ; 
AMD Sempron 3850 APU; Desktop; AM1,FS1b; 1.3GHZ; ; 4; 4; 25W; ; ; 
AMD Sempron Dual Core 2100; ; ; 1.8GHZ; ; 2; 2; 65W; ; ; 
AMD Sempron Dual Core 2200; ; ; 2.0GHZ; ; 2; 2; 65W; ; ; 
AMD Sempron Dual Core 2300; ; ; 2.2GHZ; ; 2; 2; 65W; ; ; 
AMD Sempron LE-1100; Desktop; AM2; 1.9GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron LE-1150; Desktop; AM2; 2.0GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron LE-1200; Desktop; AM2; 2.1GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron LE-1250; Desktop; AM2; 2.2GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron LE-1300; Desktop; AM2; 2.3GHZ; ; 1; 1; 45W; ; ; 
AMD Sempron M100; ; ; 2.0GHZ; ; 1; 1; ; ; ; 
AMD Sempron M120; Laptop; S1; 2.1GHZ; ; 1; 1; 25W; ; ; 
AMD Sempron SI-40; Laptop; S1; 2.0GHZ; ; 1; 1; 25W; ; ; 
AMD Sempron SI-42; Laptop; S1; 2.1GHZ; ; 1; 1; 25W; ; ; 
AMD Sempron X2 180; ; ; 2.4GHZ; ; 2; 2; 45W; ; ; 
AMD Sempron X2 190; ; AM2+/AM3; 2.5GHZ; ; 2; 2; 45W; ; ; 
AMD Sempron X2 198 Dual-Core; Desktop; FM1; 2.5GHZ; ; 2; 2; 65W; ; ; 
AMD Turion 64 Mobile MK-36; Laptop; S1; 2.0GHZ; ; 1; 1; 31W; ; ; 
AMD Turion 64 Mobile MK-38; Laptop; S1; 2.2GHZ; ; 1; 1; 31W; ; ; 
AMD Turion 64 Mobile ML-28; Laptop; 754; 1.6GHZ; ; 1; 1; 25W; ; ; 
AMD Turion 64 Mobile ML-30; Laptop; 754; 1.6GHZ; ; 1; 1; 35W; ; ; 
AMD Turion 64 Mobile ML-32; Laptop; 754; 1.8GHZ; ; 1; 1; 35W; ; ; 
AMD Turion 64 Mobile ML-34; Laptop; 754; 1.8GHZ; ; 1; 1; 35W; ; ; 
AMD Turion 64 Mobile ML-37; Laptop; 754; 2.0GHZ; ; 1; 1; 35W; ; ; 
AMD Turion 64 Mobile ML-40; Laptop; 754; 2.2GHZ; ; 1; 1; 35W; ; ; 
AMD Turion 64 Mobile ML-42; Laptop; 754; 2.4GHZ; ; 1; 1; 35W; ; ; 
AMD Turion 64 Mobile ML-44; Laptop; 754; 2.4GHZ; ; 1; 1; 35W; ; ; 
AMD Turion 64 Mobile MT-30; Laptop; 754; 1.6GHZ; ; 1; 1; 25W; ; ; 
AMD Turion 64 Mobile MT-32; Laptop; 754; 1.8GHZ; ; 1; 1; 24W; ; ; 
AMD Turion 64 Mobile MT-34; Laptop; 754; 1.8GHZ; ; 1; 1; 24W; ; ; 
AMD Turion 64 Mobile MT-37; Laptop; 754; 2.0GHZ; ; 1; 1; 25W; ; ; 
AMD Turion 64 X2 Mobile TL-50; Laptop; S1; 1.6GHZ; ; 2; 2; 31W; ; ; 
AMD Turion 64 X2 Mobile TL-52; Laptop; S1; 1.6GHZ; ; 2; 2; 31W; ; ; 
AMD Turion 64 X2 Mobile TL-56; Laptop; S1; 1.8GHZ; ; 2; 2; 31W; ; ; 
AMD Turion 64 X2 Mobile TL-58; Laptop; S1; 1.9GHZ; ; 2; 2; 31W; ; ; 
AMD Turion 64 X2 Mobile TL-60; Laptop; S1; 2.0GHZ; ; 2; 2; 31W; ; ; 
AMD Turion 64 X2 Mobile TL-62; Laptop; S1; 2.1GHZ; ; 2; 2; 35W; ; ; 
AMD Turion 64 X2 Mobile TL-64; Laptop; S1; 2.2GHZ; ; 2; 2; 35W; ; ; 
AMD Turion 64 X2 Mobile TL-66; Laptop; S1; 2.3GHZ; ; 2; 2; 35W; ; ; 
AMD Turion 64 X2 Mobile TL-68; Laptop; S1; 2.4GHZ; ; 2; 2; 35W; ; ; 
AMD Turion Dual-Core RM-70; Laptop; S1; 2.0GHZ; ; 2; 2; 31W; ; ; 
AMD Turion Dual-Core RM-72; Laptop; S1; 2.1GHZ; ; 2; 2; 35W; ; ; 
AMD Turion Dual-Core RM-74; Laptop; S1; 2.2GHZ; ; 2; 2; 35W; ; ; 
AMD Turion Dual-Core RM-75; Laptop; S1; 2.2GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II Dual-Core Mobile M500; Laptop; S1; 2.2GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II Dual-Core Mobile M520; Laptop; S1; 2.3GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II Dual-Core Mobile M540; Laptop; S1; 2.4GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II N530 Dual-Core; Laptop; S1; 2.5GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II N550 Dual-Core; Laptop; S1; 2.6GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II Neo K625 Dual-Core; Laptop; S1; 1.5GHZ; ; 2; 2; 15W; ; ; 
AMD Turion II Neo K685 Dual-Core; Laptop; BGA812; 1.8GHZ; ; 2; 2; 15W; ; ; 
AMD Turion II Neo N40L Dual-Core; Laptop; BGA812; 1.5GHZ; ; 2; 2; 15W; ; ; 
AMD Turion II Neo N54L Dual-Core; Laptop; BGA812; 2.2GHZ; ; 2; 2; 25W; ; ; 
AMD Turion II P520 Dual-Core; Laptop; S1; 2.3GHZ; ; 2; 2; 25W; ; ; 
AMD Turion II P540 Dual-Core; Laptop; S1; 2.4GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II P560 Dual-Core; Laptop; S1; 2.5GHZ; ; 2; 2; 25W; ; ; 
AMD Turion II Ultra Dual-Core Mobile M600; Laptop; S1; 2.4GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II Ultra Dual-Core Mobile M620; Laptop; S1; 2.5GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II Ultra Dual-Core Mobile M640; Laptop; S1; 2.6GHZ; ; 2; 2; 35W; ; ; 
AMD Turion II Ultra Dual-Core Mobile M660; Laptop; S1; 2.7GHZ; ; 2; 2; 35W; ; ; 
AMD Turion Neo X2 Dual Core L625; Laptop; ASB1; 1.6GHZ; ; 2; 2; 18W; ; ; 
AMD Turion X2 Dual Core L510; Laptop; ASB1; 1.6GHZ; ; 2; 2; 20W; ; ; 
AMD Turion X2 Dual Core Mobile RM-70; Laptop; S1; 2.0GHZ; ; 2; 2; 31W; ; ; 
AMD Turion X2 Dual Core Mobile RM-76; Laptop; S1; 2.3GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Dual-Core Mobile RM-70; Laptop; S1; 2.0GHZ; ; 2; 2; 31W; ; ; 
AMD Turion X2 Dual-Core Mobile RM-72; Laptop; S1; 2.1GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Dual-Core Mobile RM-74; Laptop; S1; 2.2GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Dual-Core Mobile RM-75; Laptop; S1; 2.2GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Dual-Core Mobile RM-77; Laptop; S1; 2.3GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Ultra Dual-Core Mobile ZM-80; Laptop; S1; 2.1GHZ; ; 2; 2; 32W; ; ; 
AMD Turion X2 Ultra Dual-Core Mobile ZM-82; Laptop; S1; 2.2GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Ultra Dual-Core Mobile ZM-84; Laptop; S1; 2.3GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Ultra Dual-Core Mobile ZM-85; Laptop; S1; 2.3GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Ultra Dual-Core Mobile ZM-86; Laptop; S1; 2.4GHZ; ; 2; 2; 35W; ; ; 
AMD Turion X2 Ultra Dual-Core Mobile ZM-87; Laptop; S1; 2.4GHZ; ; 2; 2; 35W; ; ; 
AMD TurionX2 Dual Core Mobile RM-70; Laptop; S1; 2.0GHZ; ; 2; 2; 31W; ; ; 
AMD TurionX2 Dual Core Mobile RM-72; Laptop; S1; 2.1GHZ; ; 2; 2; 35W; ; ; 
AMD TurionX2 Ultra DualCore Mobile ZM-85; Laptop; S1; 2.3GHZ; ; 2; 2; 35W; ; ; 
AMD TurionX2 Ultra DualCore Mobile ZM-87; Mobile/Embedded; S1; 2.4GHZ; ; 2; 2; 35W; ; ; 
AMD V105; Laptop; BGA812; 1.2GHZ; ; 1; 1; 9W; ; ; 
AMD V120; Laptop; S1; 2.2GHZ; ; 1; 1; 25W; ; ; 
AMD V140; Laptop; S1; 2.3GHZ; ; 1; 1; 25W; ; ; 
AMD V160; Laptop; S1; 2.4GHZ; ; 1; 1; 25W; ; ; 
AMD Z-01; ; ; 1.0GHZ; ; 2; 2; ; ; ; 
