U1, Norderstedt Mitte - Jungfernstieg - Hauptbahnhof Süd - Ohlstedt / Großhansdorf, 1914, 55.4, 46, blue, 
U2, Niendorf Nord - Jungfernstieg - Hauptbahnhof Nord - Mümmelmannsberg, 1913, 24.5, 25, red, 
U3, Barmbek - Circle - Barmbek - Wandsbek-Gartenstadt, 1912, 20.7, 25, yellow, 
U4, Elbbrücken - Jungfernstieg - Hauptbahnhof Nord - Billstedt, 2012, 13.3, 11, green, 
